sentence|translation|sdg
Antonio Sevilla ha estado en el día de la Región de Murcia en FITUR|Antonio Sevilla has been at the Region of Murcia day at FITUR.|8
donde el Puerto de Cartagena participa en el stand de Puertos del Estado|where the Port of Cartagena participates in the Ports of the State stand.|9
ha destacado la luminosidad del escenario|he has highlighted the brightness of the stage.|9
así como la variada oferta que se ha presentado en esta edición|as well as the varied offer presented in this edition.|8
y en concreto la fiesta de Carthagineses y Romanos|and specifically the Carthaginians and Romans festival.|8
El Puerto de Cartagena supone la historia, el presente y el futuro de la Región de Murcia|The Port of Cartagena represents the history, present, and future of the Region of Murcia.|9
Las estrategias regionales deben de pasar por el puerto|Regional strategies must go through the port.|9
la contribución es extraordinaria y satisfactoria ya que el 20% de turistas totales que pasan por nuestra Comunidad los aportamos con los cruceros|the contribution is extraordinary and satisfactory as we provide 20% of total tourists passing through our Community with cruises.|8
y además se trata de un turismo de calidad y de alto poder adquisitivo|besides, it is a high-quality and high purchasing power tourism.|8
Nos hemos convertido en una puerta de entrada del turismo a la Región de Murcia|We have become an entry gate for tourism to the Region of Murcia.|8
El reto marcado por el Puerto es hacer de palanca para el turismo y para el resto de empresas|The challenge set by the Port is to leverage for tourism and other companies.|8
desde una perspectiva empresarial|from a business perspective.|8
así como aumentar los 200.000 pasajeros previstos para 2018|as well as increasing the 200,000 passengers expected for 2018.|9
consolidando el crecimiento experimentado en los últimos años de forma controlada y transmitiendo la amplia y variada oferta existente, añadiendo a todo ello nuevas tecnologías|consolidating the experienced growth of recent years in a controlled manner and conveying the wide and varied existing offer, adding new technologies to all of this.|9
En 2018 según ha señalado Sevilla|In 2018, as indicated by Sevilla.|8
se quiere aportar lo que ofrece la oferta de la Región y de Cartagena|what is intended to contribute is what the Region and Cartagena offer.|8
Además y como factor diferenciador la Autoridad Portuaria de Cartagena se encuentra muy bien posicionada|In addition, and as a differentiating factor, the Port Authority of Cartagena is very well positioned.|9
de cara a poder cargar los barcos con gas"|to be able to load ships with gas.|9
Según los expertos del sector crucerístico la tendencia actual es la construcción de buques cuyo combustible es el GNL (Gas Natural Licuado)|According to cruise sector experts, the current trend is the construction of ships fueled by LNG (Liquefied Natural Gas).|7
y así se indicó el pasado mes de noviembre en la jornada Cruise Forum que reunió a más de 200 profesionales del sector|and this was indicated last November at the Cruise Forum event that gathered more than 200 industry professionals.|8
