sentence | translation | sdg
Las clases del nuevo curso académico 2023-24 comienzan este lunes 4 de septiembre para todos los grados que imparte la Universidad Politécnica de Cartagena y para buena parte de sus másteres oficiales. | The classes of the new academic year 2023-24 start this Monday, September 4 for all degrees offered by the Polytechnic University of Cartagena and for a good part of its official master's degrees. | 4
Los plazos de inscripción y matrícula en los títulos de la UPCT están aún abiertos. | Registration and enrollment deadlines for UPCT titles are still open. | 4
En el caso de los grados, las matrículas de continuación se pueden realizar de manera telemática hasta la medianoche del 6 de septiembre. | In the case of degrees, continuation enrollments can be done electronically until midnight on September 6. | 4
Los estudiantes de nuevo ingreso pueden matricularse, a través de las secretarías de cada centro, en los grados en los que haya plazas disponibles. | New incoming students can enroll, through the secretariats of each center, in the degrees where there are available spots. | 4
Para los másteres, la tercera fase de admisión está abierta hasta las 14:00 del 6 de septiembre y el plazo de matrícula se reabrirá del 15 al 20 de septiembre. | For master's degrees, the third phase of admission is open until 14:00 on September 6 and the enrollment period will reopen from September 15 to 20. | 4
Las matrículas de continuación en másteres se pueden realizar hasta la medianoche del día 6.
| Continuation enrollments in master's degrees can be done until midnight on the 6th day. | 4
Y para doctorados está también abierta, hasta el 10 de septiembre, la fase de admisión y ha comenzado hoy el periodo de matrícula para continuación de estudios, que se extenderá hasta la medianoche del 15 de septiembre. | And for doctorates, the admission phase is also open until September 10, and the enrollment period for continuing studies has started today, which will run until midnight on September 15. | 4
La novedad en la oferta académica de este curso en la Universidad Politécnica de Cartagena es el nuevo programa de doctorado en Tecnologías de Doble Uso y Sistemas de Gestión en Seguridad y Defensa, pionero en la Universidad española. | The novelty in the academic offer of this course at the Polytechnic University of Cartagena is the new doctoral program in Dual-Use Technologies and Management Systems in Security and Defense, a pioneer in the Spanish university. | 4
Este doctorado está dirigido al desarrollo de tecnologías que puedan destinarse a usos tanto civiles como militares y lo podrán cursar tanto miembros de las Fuerzas Armadas como personal civil. | This doctorate is aimed at the development of technologies that can be used for both civilian and military purposes, and it can be taken by both members of the Armed Forces and civilian personnel. | 4
Este programa se podrá realizar con dedicación a tiempo parcial, para que sea compatible con otras obligaciones profesionales. | This program can be done part-time to be compatible with other professional commitments. | 4
Las líneas de investigación con las que estará vinculado este programa son las técnicas de ayuda a la decisión y modelos matemáticos en Defensa; Tecnologías de la información y las comunicaciones en Defensa; Tecnologías industriales, mecánicas y energéticas en sistemas de Defensa y Aspectos medioambientales, psicológicos y lingüísticos de las actividades de Defensa. | The research lines linked to this program are decision support techniques and mathematical models in Defense; Information and communication technologies in Defense; Industrial, mechanical, and energy technologies in Defense systems; and Environmental, psychological, and linguistic aspects of Defense activities. | 4
Estas líneas incluyen temas tan variados como redes de comunicaciones de próxima generación y vehículos inteligentes; interfaces cerebro ordenador; bioseñales; seguridad industrial y aerodinámica o incluso recursos psicológicos personales y de salud laboral en el contexto militar. | These lines include varied topics such as next-generation communication networks and intelligent vehicles; brain-computer interfaces; biosignals; industrial security and aerodynamics, or even personal psychological and occupational health resources in the military context. | 4
