sentence|translation|sdg
Una docena de estudiantes de máster y doctorado de Chipre, Rumanía, Francia y España participan este miércoles en un hackathon/reparathon.|A dozen master's and doctoral students from Cyprus, Romania, France, and Spain participate this Wednesday in a hackathon/reparathon.|4
Durante el taller, que se celebra de 16:00 a 19:00 horas, se ofrecerán usos alternativos y se repararán pequeños electrodomésticos y dispositivos que traigan los participantes.|During the workshop, which takes place from 16:00 to 19:00, alternative uses will be offered, and small household appliances and devices brought by the participants will be repaired.|12
Esta actividad tendrá lugar en el FabLab, ubicado en el Club Santiago y se enmarca en el primer Transnational Project Meeting que se celebra hasta el próximo viernes en la UPCT en el marco de Aesthetico, un proyecto de investigación de la Universidad Europea de Tecnología (EUt+).|This activity will take place at the FabLab, located at Club Santiago, and is part of the first Transnational Project Meeting taking place until next Friday at UPCT under the framework of Aesthetico, a research project of the European University of Technology (EUt+).|4
Aesthetico combina Arte y Ecología en la docencia de enseñanzas técnicas de la rama de Arquitectura e Ingeniería.|Aesthetico combines Art and Ecology in the teaching of technical programs in the fields of Architecture and Engineering.|4
El objetivo es proporcionar a los estudiantes de las enseñanzas tecnológicas un conjunto de herramientas conceptuales que les permitan aproximarse a la complejidad ética y estética de su futura labor profesional.|The aim is to provide students in technological programs with a set of conceptual tools that allow them to approach the ethical and aesthetic complexity of their future professional work.|4
La idea es formar profesionales que diseñen y fabriquen pensando en reutilizar todo lo que sea posible, en alargar la vida útil de los productos y en ser conscientes del origen de los materiales, señala José Luis Serrano, investigador del proyecto.|"The idea is to train professionals who design and manufacture thinking about reusing everything possible, extending the life of products, and being aware of the origin of materials," says José Luis Serrano, a researcher on the project.|4
Durante las sesiones de trabajo se pondrán a prueba algunas herramientas con las que el profesorado de  distintas disciplinas podría introducir conceptos de Estética de los Cuidados en sus  asignaturas.|During the work sessions, some tools will be tested with which faculty from different disciplines could introduce concepts of Care Ethics in their subjects.|4
Para su evaluación se contará además con profesorado y expertos invitados de la UMU, SABIC, Cebas-CSIC, Ghana y la propia UPCT.|For their evaluation, they will also count on faculty and invited experts from UMU, SABIC, Cebas-CSIC, Ghana, and UPCT.|4
Los integrantes del proyecto Aesthetico participan además esta semana en el Festival de Arte Emergente Mucho Mas Mayo, que tendrá lugar del 4 al 14 de mayo bajo el lema Mejor con Menos, Prácticas Artísticas y Ética de la Sobriedad.|Members of the Aesthetico project are also participating this week in the Mucho Mas Mayo Emerging Art Festival, which will take place from May 4 to 14 under the motto Better with Less, Artistic Practices, and Ethics of Sobriety.|4
Aesthetico is funded by the European Commission under Agreement number: 2021-1-IE02-KA220-HED-000031130.|Aesthetico is funded by the European Commission under Agreement number: 2021-1-IE02-KA220-HED-000031130.|4
