sentence|translation|sdg
Investigadores del grupo de Ingeniería Hidráulica, Marítima y Medioambiental - Hidr@M de la UPCT coordinan el proyecto europeo Bim4energy, que ha comenzado este mes.|Researchers from the Hydraulic, Maritime and Environmental Engineering group - Hidr@M of UPCT coordinate the European project 'Bim4energy', which started this month.|9
La iniciativa, en la que participan instituciones de Rumanía, Lituania, Noruega y España, ofrecerá recursos educativos para evaluar la eficiencia energética de los edificios, utilizando la metodología BIM (Building Information Modeling).|The initiative, involving institutions from Romania, Lithuania, Norway, and Spain, will provide educational resources to assess the energy efficiency of buildings using the BIM (Building Information Modeling) methodology.|7
'Bim4Energy: BIM digital competencies to evaluate and improve the energy efficiency of European buildings. A digital way towards positive energy districts' (KA220-HED-A2941251) creará materiales formativos dirigidos principalmente a los estudiantes de FP, ingeniería, especialmente civil y arquitectura, profesores de estas titulaciones.|'Bim4Energy: BIM digital competencies to evaluate and improve the energy efficiency of European buildings. A digital way towards positive energy districts' (KA220-HED-A2941251) will create educational materials aimed primarily at vocational students, engineering, especially civil and architecture, and teachers of these degrees.|4
así como técnicos municipales y trabajadores de la construcción; es decir, agentes que necesitan introducir la evaluación energética de los edificios a través de las nuevas tecnologías digitales, como el BIM.|as well as municipal technicians and construction workers; in other words, agents who need to introduce energy evaluation of buildings through new digital technologies such as BIM.|9
Entre los recursos educativos que se pondrán a disposición de los interesados, destaca la elaboración de materiales didácticos sobre la eficiencia energética de los edificios (BEE); así como la puesta en marcha de una aplicación web basada en tecnologías BIM y GIS, para ofrecer soluciones para la rehabilitación energética de edificios existentes.|Among the educational resources that will be made available to interested parties, the development of didactic materials on the energy efficiency of buildings (BEE) stands out; as well as the implementation of a web application based on BIM and GIS technologies to provide solutions for the energy rehabilitation of existing buildings.|7
Esta investigación, financiada a través del programa Erasmus+ de la Unión Europea con 250.000 euros, cuenta con la participación de la Universidad Técnica de Cluj-Napoca (Rumanía), el Centro de Formación de Constructores de Vilna (Lituania), los Ayuntamientos de Ceutí (España) y Alba Iulia (Rumanía); así como Rambøll (Noruega), una empresa de ingeniería, arquitectura y consultoría.|This research, funded through the European Union's Erasmus+ program with 250,000 euros, involves the participation of the Technical University of Cluj-Napoca (Romania), the Vilnius Builders Training Centre (Lithuania), the City Councils of Ceutí (Spain) and Alba Iulia (Romania); as well as Rambøll (Norway), an engineering, architecture, and consulting company.|4
El proyecto, que se desarrollará hasta agosto de 2025, proporcionará a los consumidores de estos materiales formativos los conocimientos y herramientas necesarias para desempeñar un papel en la transición hacia un parque de viviendas europeo más eficiente, reduciendo la factura energética.|The project, which will run until August 2025, will provide consumers of these educational materials with the knowledge and tools necessary to play a role in the transition to a more efficient European housing stock, reducing energy bills.|7
'BIM4Energy ha recibido una valoración por parte de SEPIE, Agencia Nacional del Programa Erasmus Plus, que lo sitúa entre los 10 primeros de los 27 proyectos seleccionados de entre más de un centenar de solicitudes presentadas en su categoría.|'BIM4Energy' has received an evaluation from SEPIE, the National Agency of the Erasmus Plus Program, which places it among the top 10 of the 27 projects selected from more than a hundred applications in its category.|4
UPCT y metodología BIM La iniciativa está liderada por Antonio Vigueras y José Manuel Olmos, profesores de la Escuela Técnica Superior de Ingeniería de Caminos, Canales y Puertos y de Ingeniería de Minas.|UPCT and BIM methodology The initiative is led by Antonio Vigueras and José Manuel Olmos, professors from the Higher Technical School of Civil Engineering, Canals and Ports, and Mining Engineering.|4
Ambos docentes ya cuentan con experiencia en otras investigaciones europeas sobre la metodología BIM en las que ha participado la UPCT, como los proyectos Erasmus+ BIMVET3 (2020-1-ES01-KA203-083262) y BIM-LCA (2022-1-NO01-KA220-HED000087893)|Both teachers already have experience in other European research on the BIM methodology in which UPCT has participated, such as the Erasmus+ projects BIMVET3 (2020-1-ES01-KA203-083262) and BIM-LCA (2022-1-NO01-KA220-HED000087893)|4
El proyecto BIMVET3 está concluyendo bajo la coordinación de la UPCT y con la participación de varias instituciones de Lituania, Portugal, Turquía y España.|The BIMVET3 project is concluding under the coordination of UPCT and with the participation of various institutions from Lithuania, Portugal, Turkey, and Spain.|4
Esta investigación culminó con la creación de más de 25 tutoriales online, que forman parte de un plan de estudios para la implementación de BIM en la FP.|This research culminated in the creation of more than 25 online tutorials, which are part of a curriculum for BIM implementation in vocational training.|4
Estos recursos están disponibles en la web del proyecto (BIMVET3.eu).|These resources are available on the project's website (BIMVET3.eu).|4
Actualmente, la UPCT forma parte de BIM-LCA, el proyecto en el que participan expertos de Noruega, Rumanía y España.|Currently, UPCT is part of BIM-LCA, the project involving experts from Norway, Romania, and Spain.|4
Los investigadores de la UPCT están desarrollando una aplicación de Análisis de Ciclo de Vida (LCA), en la que se tendrá en cuenta no solo el consumo de recursos y las emisiones de gases de efecto invernadero, sino también otros impactos ambientales y sociales, lo que permitirá una construcción de infraestructuras más sostenibles y eficientes a lo largo de todo el ciclo de vida de las edificaciones.|UPCT researchers are developing a Life Cycle Analysis (LCA) application that will consider not only resource consumption and greenhouse gas emissions but also other environmental and social impacts, allowing for the construction of more sustainable and efficient infrastructures throughout the life cycle of buildings.|7
Para el diseño de la app están recabando información a través de una encuesta (disponible aquí), todos las personas que la completen entrarán en el sorteo de una suscripción de seis meses en Kindle Unlimited .|For the app design, they are collecting information through a survey (available here), all people who complete it will enter a draw for a six-month subscription to Kindle Unlimited.|8
