sentence | translation | sdg
El Puerto de Cartagena es una palanca para que las empresas y los empresarios de la Región se posicionen y les haga ser más competitivos. | The Port of Cartagena is a lever for companies and entrepreneurs in the Region to position themselves and make them more competitive. | 8
Para cumplir con nuestra misión: generar empleo y riqueza, y con nuestro objetivos: ser la herramienta para ello; es imprescindible establecer alianzas, como se han establecido con la Universidad Politécnica de Cartagena, con todos aquellos proyectos relacionados con la mejora continua, con especial atención a los cambios tecnológicos y sus efectos en la sociedad, definiendo lo que se debe de hacer para llevar a buen fin el proceso de cambio. | To fulfill our mission: generate employment and wealth, and with our objectives: to be the tool for this; it is essential to establish alliances, as has been done with the Polytechnic University of Cartagena, with all those projects related to continuous improvement, with special attention to technological changes and their effects on society, defining what must be done to successfully complete the process of change. | 17
Los ejes prioritarios con las universidades de la Región se basan en la creación de las unidades de conocimiento aplicado, que nacen con el objetivo de aumentar la eficacia y eficiencia en la gestión del puerto, para cooperar en la planificación estratégica en materia de investigación, desarrollo e innovación (I+D+i). | The priority axes with the universities of the Region are based on the creation of units of applied knowledge, which are born with the objective of increasing the effectiveness and efficiency in the management of the port, to cooperate in the strategic planning in research, development and innovation (R&D&I). | 9
En el Puerto buscamos a las personas con más talento para innovar y entidades, como la UPCT, son las que aportan conocimientos a la resolución de los problemas reales ha señalado. | In the Port, we seek people with more talent to innovate and entities, like the UPCT, are the ones that provide knowledge to solve real problems. | 9
Estas unidades están formadas por especialistas en integración de flujos de información, eficiencia energética, medio ambiente, el sector agroalimentario y la pesca, entre otras materias. | These units are made up of specialists in information flow integration, energy efficiency, environment, the agri-food sector and fishing, among other subjects. | 9
En la universidad reside el conocimiento y el Puerto lo necesita para su mejora y apertura de nuevos proyectos y el desarrollo de sus líneas estratégicas. | Knowledge resides in the university and the Port needs it for its improvement and opening of new projects and the development of its strategic lines. | 4
Tras la inauguración, ha tenido lugar la ponencia Análisis Económico y perspectivas de la Región de Murcia, a cargo del catedrático de la Universidad de Murcia, Joaquín Aranda Gallego. | After the inauguration, the presentation 'Economic Analysis and perspectives of the Region of Murcia' took place, by the professor of the University of Murcia, Joaquín Aranda Gallego. | 8
A continuación, la mesa redonda Cinco visiones del futuro económico de la Comarca de Cartagena, con las opiniones del CEO director general de La Manga Club Resort, José Asenjo (sector turístico); director general de la SAT San Cayetano, José García Ruiz (sector agroalimentario); director general del Grupo Huertas Automoción, Francisco Vidal (sector industrial); presidente de la Cámara de Comercio de Cartagena, Miguel Martínez (sector comercio); y director del Info, Joaquín Gómez (Comunidad Autónoma). | Next, the round table 'Five visions of the economic future of the Region of Cartagena', with the opinions of the CEO general director of La Manga Club Resort, José Asenjo (tourism sector); general director of the SAT San Cayetano, José García Ruiz (agri-food sector); general director of the Huertas Automoción Group, Francisco Vidal (industrial sector); president of the Chamber of Commerce of Cartagena, Miguel Martínez (commerce sector); and director of Info, Joaquín Gómez (Autonomous Community). | 8
La última ponencia, denominada Transformación Digital. El viaje de las organizaciones, ha estado  a cargo del director de Servicios Digitales y Administración Pública para la Región de Murcia, Comunidad Valenciana, Baleares y Cataluña de Telefónica España, Bruno Vilarasau. | The last presentation, called 'Digital Transformation. The journey of organizations', was conducted by the director of Digital Services and Public Administration for the Region of Murcia, Valencian Community, Balearic Islands and Catalonia of Telefónica Spain, Bruno Vilarasau. | 9
La consejera de Transparencia, Participación y Portavoz de la Comunidad Autónoma, Noelia Arroyo, será la encargada de realizar la clausura. | The Minister of Transparency, Participation and Spokesperson of the Autonomous Community, Noelia Arroyo, will be in charge of closing the event. | 16
