sentence | translation | sdg  
Se ha aprobado la propuesta para elaborar una especificación sobre Guías de investigación para el desarrollo de proyectos piloto a gran escala | A proposal has been approved to develop a specification on "Research guidelines for the development of large-scale pilot projects" | 4  
Que comienza a desarrollarse en el mes de julio, en la que participa la Universidad Politécnica de Cartagena | Which begins to develop in the month of July, in which the Polytechnic University of Cartagena participates | 4  
Dicha especificación pretende establecer criterios comunes y buenas prácticas para diseñar, implementar y evaluar los proyectos piloto que se realicen en el marco del proyecto Pharaon y otros proyectos similares | This specification aims to establish common criteria and best practices for designing, implementing, and evaluating pilot projects carried out within the framework of the Pharaon project and other similar projects | 9  
La propuesta ha sido publicada por el Comité Europeo de Normalización (CEN) y el Comité Europeo de Normalización Electrotécnica (CENELEC) | The proposal has been published by the European Committee for Standardization (CEN) and the European Committee for Electrotechnical Standardization (CENELEC) | 9  
Bajo el marco de la red Sheldon, nació el proyecto Pharaon (Pilots for Healthy and Active Ageing), un proyecto tecnológico internacional para promover el envejecimiento activo y reducir la soledad no deseada de las personas mayores, a través de diferentes soluciones tecnológicas | Under the framework of the Sheldon network, the Pharaon project (Pilots for Healthy and Active Ageing) was born, an international technological project to promote active aging and reduce unwanted loneliness in the elderly, through different technological solutions | 3  
En esta iniciativa, en la que participa la investigadora principal del grupo Ingeniería de Redes de Telecomunicaciones de la UPCT, Victoria Bueno, pionera para promover el envejecimiento activo y saludable participan 41 entidades a nivel europeo de 12 países | In this initiative, in which the principal researcher of the Telecommunications Networking Engineering group of the UPCT, Victoria Bueno, participates as a pioneer in promoting active and healthy aging, 41 entities from 12 European countries are involved | 3  
Que llevan a cabo seis experiencias tecnológicas a gran escala en cinco países, Italia (Toscana y Apulia), Eslovenia (Izola) Países Bajos (Twente), Portugal  (Coímbra y Amadora), y España (Andalucía y Murcia), desde 2020 y durante cuatro años, para responder a las necesidades de las personas mayores y mejorar sus capacidades, independencia y seguridad | Who carry out six large-scale technological experiences in five countries, Italy (Tuscany and Apulia), Slovenia (Izola) Netherlands (Twente), Portugal (Coimbra and Amadora), and Spain (Andalusia and Murcia), from 2020 and for four years, to meet the needs of the elderly and improve their abilities, independence, and security | 3  
La Región de Murcia es el escenario de una de las pruebas piloto de Pharaon, que tiene como objetivo tender un puente entre los desafíos tecnológicos y un envejecimiento activo y saludable, y persigue establecer las bases de un nuevo sistema de teleasistencia | The Region of Murcia is the setting for one of the Pharaon pilot tests, which aims to bridge the technological challenges with active and healthy aging, and seeks to establish the foundations of a new teleassistance system | 3  
Dicho sistema irá más allá del actual modelo presencial que se activa cuando los pacientes necesitan ayuda, permitiendo a los usuarios permanecer en sus casas al tiempo que se les ofrece un servicio de atención más personalizado, no intrusivo y eficiente | This system will go beyond the current face-to-face model that is activated when patients need help, allowing users to stay in their homes while receiving a more personalized, non-intrusive, and efficient care service | 3  
Mediante el desarrollo de estas experiencias piloto reales en diferentes ciudades europeas se establecen las bases y unifican los desafíos tecnológicos que el envejecimiento de la población traerá consigo en las próximas para conseguir dicho objetivo | Through the development of these real pilot experiences in different European cities, the foundations are established, and the technological challenges that population aging will bring in the coming years are unified to achieve this goal | 3  
Mejorar la calidad de vida tanto de las personas mayores como de sus cuidadores/as, Pharaon cuenta con una dotación de 21 millones de euros, financiados por el Programa de Investigación e Innovación, Horizonte 2020 de la Unión Europea | To improve the quality of life of both the elderly and their caregivers, Pharaon has a budget of 21 million euros, funded by the European Union's Horizon 2020 Research and Innovation Program | 3  
El proyecto Pharaon contribuye de forma significativa a la agenda de la Unión Europea sobre envejecimiento activo y saludable | The Pharaon project significantly contributes to the European Union's agenda on active and healthy aging | 3  
Concretamente, se trata de crear un conjunto de plataformas interoperables y personalizables dotadas de servicios y dispositivos basados en el Internet de las Cosas, Inteligencia Artificial (IA), robótica, computación en la nube, tecnología ponible o Big Data | Specifically, it is about creating a set of interoperable and customizable platforms equipped with services and devices based on the Internet of Things, Artificial Intelligence (AI), robotics, cloud computing, wearable technology, or Big Data | 9  
Además, estas plataformas interactuarán con más sistemas de los ámbitos de salud, energía o transporte, entre otros | In addition, these platforms will interact with more systems in the areas of health, energy, or transportation, among others | 9
