sentence|translation|sdg
Tomografía eléctrica de alta resolución, tanto en dos como en tres dimensiones, para detectar cambios de humedad y salinidad hasta tres metros de profundidad del suelo y así optimizar el consumo de agua de riego.|High-resolution electrical tomography, in both two and three dimensions, to detect changes in soil moisture and salinity up to three meters deep and thus optimize irrigation water consumption.|6
Es lo que están realizando investigadores de la Escuela de Caminos y Minas de la UPCT, en un proyecto liderado por el CEBAS (Centro de Edafología y Biología Aplicada del Segura).|This is what researchers from the School of Civil Engineering and Mining of the UPCT are doing, in a project led by CEBAS (Center for Edaphology and Applied Biology of the Segura).|4
Los ensayos se realizan en cultivos de garroferos, ubicados en Fuente Álamo.|The tests are carried out in carob crops located in Fuente Álamo.|2
Los investigadores, del grupo Geofísica Aplicada Somera, incorporarán las próximas semanas un georradar para medir la distribución de las raíces del arbolado y concretar así las zonas de riego y si hay diferencia entre los diferentes tratamientos de riego establecidos.|Researchers from the Applied Shallow Geophysics group will incorporate a ground-penetrating radar in the coming weeks to measure the distribution of tree roots and thus specify the irrigation areas and assess the differences between the different established irrigation treatments.|2
Se trata de una tecnología novedosa en la medición de la humedad en estos cultivos, señalan los investigadores Pedro Martínez Pagán y Marcos Martínez Segura.|This is an innovative technology in measuring moisture in these crops, as stated by researchers Pedro Martínez Pagán and Marcos Martínez Segura.|9
El proyecto de Investigación e Innovación CICLICA utiliza tecnologías avanzadas de ahorro de agua y recursos hídricos no convencionales.|The CICLICA Research and Innovation Project uses advanced technologies for water saving and non-conventional water resources.|6
Los investigadores están implementando biotecnología y agrosoluciones para el modelado de riego-fertirrigación, para mejorar la gestión agronómica y la adaptación genética de cultivos tradicionales como el algarrobo y la jojoba.|Researchers are implementing biotechnology and agrosolutions for the modeling of irrigation-fertirrigation, to improve agronomic management and genetic adaptation of traditional crops such as carob and jojoba.|2
Estos trabajos del CEBAS, centro de investigación perteneciente a la Agencia Estatal Consejo Superior de Investigaciones Científicas (CSIC), permiten conocer, además de la humedad y salinidad, la textura, las raíces y la distribución radicular, entre otros parámetros agronómicos de interés.|These works from the CEBAS, a research center belonging to the State Agency CSIC, allow us to know, in addition to the moisture and salinity, the texture, roots, and root distribution, among other agronomic parameters of interest.|6
Los datos obtenidos se estudiarán para.|The obtained data will be studied for.|4
Los datos conseguidos se utilizarán para implementar cultivos alternativos aplicando prácticas agrícolas sostenibles, que contribuyan al mantenimiento de los ecosistemas, fortalezcan la capacidad de adaptación al cambio climático, a los fenómenos meteorológicos extremos, o a la erosión continua y las sequías, cooperando en la conservación de suelos y optimizando los recursos productivos, especialmente los escasos recursos hídricos.|The obtained data will be used to implement alternative crops using sustainable agricultural practices, which contribute to the maintenance of ecosystems, strengthen the capacity to adapt to climate change, extreme weather events, or continuous erosion and droughts, cooperating in soil conservation and optimizing productive resources, especially scarce water resources.|2,13
Los primeros datos de este proyecto de investigación se presentaron el pasado mes de agosto en Turquía, durante un encuentro en el que expertos de los países de la cuenca mediterránea Portugal, Italia, España, Líbano, Argelia y Marruecos dieron a conocer diferentes estudios sobre el algarrobo.|The first data from this research project were presented last August in Turkey, during a meeting where experts from Mediterranean basin countries including Portugal, Italy, Spain, Lebanon, Algeria, and Morocco presented various studies on the carob tree.|9
En esta investigación participan los investigadores Francisco Pedrero Salcedo, del CEBAS-CSIC y Pedro Pérez Cutillas, de la Universidad de Murcia.|Researchers Francisco Pedrero Salcedo from CEBAS-CSIC and Pedro Pérez Cutillas from the University of Murcia are involved in this research.|4
El proyecto CICLICA ("PCI2022-132959) está financiado por MCIN/AEI/10.13039/501100011033 y por la Unión Europea a través de fondos "NextGenerationEU"/PRTR".|The CICLICA project ("PCI2022-132959) is funded by MCIN/AEI/10.13039/501100011033 and by the European Union through "NextGenerationEU"/PRTR" funds.|17
