sentence | translation | sdg
Las cinco carritas diseñadas por una treintena de estudiantes de Ingeniería de Diseño Industrial y Desarrollo de Producto han paseado este viernes desde la Escuela de Ingeniería Industrial de la UPCT hasta diferentes instalaciones del Ensanche, donde serán utilizadas en localizaciones del festival de artes emergentes Mucho Más Mayo. | The five 'carts' designed by about thirty students of Industrial Design Engineering and Product Development have paraded this Friday from the School of Industrial Engineering of the UPCT to different locations in the Ensanche, where they will be used in locations of the emerging arts festival Mucho Más Mayo. | 4
Se trata de dispositivos móviles diseñados con material reciclado. | These are mobile devices designed with recycled material. | 12
Los han realizado los alumnos de la asignatura Taller de diseño, impartida por las profesoras Mar Melgarejo y María José Muñoz. | They have been made by the students of the subject 'Design Workshop', taught by professors Mar Melgarejo and María José Muñoz. | 4
Serán utilizados en las instalaciones diseñadas por la artista Raquel Mayers. | They will be used in installations designed by the artist Raquel Mayers. | 9
Este proyecto colaborativo se enmarca en la acción de Raquel Mayers para Mucho Más Mayo. | This collaborative project is part of Raquel Mayers' action for Mucho Más Mayo. | 9
En su proyecto la Biblioteca Recíproca del Almarjal, la artista ha diseñado una propuesta junto con los estudiantes. | In her project the 'Reciprocal Library of Almarjal', the artist has designed a proposal together with the students. | 4
Esta biblioteca trata de documentar la diversidad cultural del barrio del Ensanche. | This library aims to document the cultural diversity of the Ensanche neighborhood. | 4
Mayers (Cartagena, 1977) es una artista multidisciplinar afincada en Bilbao que define su práctica como mecanografía expandida (KYBDslöjd) con caracteres de texto y retículas. | Mayers (Cartagena, 1977) is a multidisciplinary artist based in Bilbao who defines her practice as expanded typing (KYBDslöjd) with text and grid characters. | 4
El grado en Ingeniería en Diseño Industrial y Desarrollo de Producto se implantó hace tres años en la UPCT. | The degree in Industrial Design Engineering and Product Development was implemented three years ago at the UPCT. | 4
La Escuela de Ingeniería Industrial también oferta el doble grado que permite realizar al mismo tiempo Diseño Industrial e Ingeniería Mecánica. | The School of Industrial Engineering also offers the double degree that allows students to study both Industrial Design and Mechanical Engineering at the same time. | 4
