sentence | translation | sdg  
La revista Horticulturae publica los primeros resultados de este material alternativo de origen vegetal pensado para su distribución en kilómetro 0 | The Horticulturae magazine publishes the first results of this alternative plant-based material intended for distribution at 'kilometer 0' | 12  
Por un planeta #SinContaminaciónPorPlásticos. | For a planet #NoPlasticPollution. | 12  
Es el lema del Día Mundial del Medio Ambiente 2023. | It is the slogan for World Environment Day 2023. | 13  
En esta dirección trabajan investigadores de la Universidad Politécnica de Cartagena (UPCT) que enyasan un plástico compostable y biodegradable. | In this direction, researchers from the Polytechnic University of Cartagena (UPCT) are working on a compostable and biodegradable plastic. | 9  
Se trata de una alternativa a los plásticos convencionales que se utilizan para envasar y conservar los productos de cuarta gama, es decir, los que se venden listos para consumir.como ensaladas. | This is an alternative to conventional plastics used to package and preserve fourth-range products, that is, those sold ready-to-eat like salads. | 12  
La revista internacional Horticulturae ha publicado los primeros resultados. | The international magazine Horticulturae has published the first results. | 3  
Los ensayos se realizan con un plástico fabricado con ácido poliláctico (PLA), procedente del almidón de maíz y de caña de azúcar. | The tests are carried out with a plastic made from polylactic acid (PLA), derived from corn starch and sugarcane. | 9  
La seguridad alimentaria está garantizada. | Food safety is guaranteed. | 2  
Los investigadores han comprobado que ninguna partícula del plástico se transfiere a los alimentos. | The researchers have verified that no plastic particles are transferred to the food. | 2  
Será muy beneficioso para el medio ambiente, a juicio del catedrático Juan Fernández, investigador principal del grupo Hortofloricultura Mediterránea. | It will be very beneficial for the environment, according to Professor Juan Fernández, principal researcher of the Mediterranean Horticulture Group. | 13  
A través de un proceso industrial se puede degradar rápidamente. | "Through an industrial process, it can degrade quickly. | 9  
En cambio, el plástico convencional tarda entre 100 y 1.000 años, señala. | In contrast, conventional plastic takes between 100 and 1,000 years," he points out. | 9  
Los ensayos, que se realizan en la finca Tomás Ferro y en los laboratorios del Instituto de Biotecnología Vegetal (IBV) demuestran que los productos ya se pueden conservar en condiciones óptimas durante siete días. | The tests, carried out at the Tomás Ferro farm and in the laboratories of the Plant Biotechnology Institute (IBV), demonstrate that the products can already be preserved under optimal conditions for seven days. | 3  
Ahora, los investigadores ensayan si la vida últil postcosecha es comparable a los plásticos empleados en la actualidad. | Now, the researchers are testing if the post-harvest shelf life is comparable to the plastics currently used. | 12  
Esta alternativa sostenible está pensada para su distribución en cadena corta, en kilómetro cero, es decir, para ser destinada a una producción urbana y periurbana y su comercialización en restaurantes  y supermercados urbanos. | This sustainable alternative is intended for distribution in a short chain, at 'kilometer zero', that is, to be aimed at urban and peri-urban production and marketed in urban restaurants and supermarkets. | 11  
Este proyecto, denominado Agricultura urbana innovadora para una producción sostenible-IRRUPTION (PID2020-114410RB-I00), lo coordinan los investigadores de la Escuela de Ingeniería Agronómica Juan Fernández y Jesús Ochoa, participan también Catalina Egea; Perla Gómez, investigadora del IBV; Angelo Signore, profesor de la Universidad de Bari; Victor M. Gallegos-Cedillo,  postdoctorando de la Universidad de Almería;  Almudena Giménez, postdoctoranda de la UPCT; Fabio Amoruso,  doctorando italiano y Rachida Rania Benaissa, doctoranda argelina. | This project, called 'Innovative Urban Agriculture for Sustainable Production-IRRUPTION' (PID2020-114410RB-I00), is coordinated by researchers from the School of Agricultural Engineering Juan Fernández and Jesús Ochoa. Also involved are Catalina Egea; Perla Gómez, researcher at IBV; Angelo Signore, professor at the University of Bari; Victor M. Gallegos-Cedillo, postdoctoral fellow at the University of Almería; Almudena Giménez, postdoctoral researcher at UPCT; Fabio Amoruso, Italian doctoral student; and Rachida Rania Benaissa, Algerian doctoral student. | 3
