sentence | translation | sdg
Vengo a estos congresos a robar talento | I come to these conferences to steal talent | 4
así ha comenzado su conferencia | that's how he started his conference | 4
con la que ha concluido el Congreso de Ingeniería Biomédica CASEIB 2023 que se ha celebrado en la UPCT | with which he has concluded the Congress of Biomedical Engineering CASEIB 2023 that was held at UPCT | 9
el ingeniero y doctor en Biomedicina José Manuel Baena, presidente de la empresa de bioimpresión Regemat 3D y director de un laboratorio de biofabricación y cultivo de células | the engineer and doctor in Biomedicine José Manuel Baena, president of the bio-printing company Regemat 3D and director of a biofabrication and cell culture laboratory | 3
Van a hacer falta ingenieros de muchas especialidades para desarrollar el reto de imprimir órganos funcionales, algo que aún no es posible pero que sí puede serlo en las próximas décadas | It will be necessary for engineers of many specialties to develop the challenge of printing functional organs, something that is not yet possible but that could be in the coming decades | 9
ha explicado a continuación, animando a los estudiantes del grado en Ingeniería Biomédica de la UPCT a apostar por la bioimpresión | he explained next, encouraging UPCT Biomedical Engineering students to bet on bio-printing | 4
"Es un sector de futuro y de impacto" | "It is a sector of the future and of impact" | 9
"En bioimpresión hemos pasado de fase del 'hype' y del humo para empezar a ver la generación de resultados que abren la puerta a la creación de aplicaciones que aportan valor" | "In bio-printing, we have moved from the 'hype' and smoke phase to begin to see the generation of results that open the door to the creation of value-generating applications" | 9
ha definido Baena la situación actual del sector | Baena has defined the current situation of the sector | 9
"Ya hemos validado muchos materiales biocompatibles y biodegradables para uso sanitario, estamos entendiendo mucho mejor las células en 3D y usando estos modelos tridimensionales para el desarrollo de fármacos, reduciendo el uso de animales de laboratorio | "We have already validated many biocompatible and biodegradable materials for sanitary use, we are understanding the cells in 3D much better and using these three-dimensional models for drug development, reducing the use of laboratory animals, | 3
Ya tenemos muchas opciones para hacer a corto plazo regeneración de tejidos, como cartílago, hueso o tejido cardíaco | We already have many options for short-term tissue regeneration, such as cartilage, bone or cardiac tissue | 3
resume el conferenciante | the speaker sums up | 4
"A largo plazo, cuantos más recursos se inviertan, más desarrollos veremos en el futuro" | "In the long term, the more resources are invested, the more developments we will see in the future" | 9
