sentence|translation|sdg
Más de 100 de estudiantes voluntarios participan esta semana en Sport4Cancer.|More than 100 volunteer students participate this week in Sport4Cancer.|4
Más de 100 estudiantes de la UPCT participan como voluntarios en el evento Sport4Cancer, que se celebra esta semana en los municipios costeros del Mar Menor.|More than 100 UPCT students participate as volunteers in the Sport4Cancer event, which takes place this week in the coastal towns of Mar Menor.|4
En este evento internacional, con más de 120 actividades deportivas, se dan cita más de 12.000 deportistas de 12 países.|In this international event, with more than 120 sports activities, more than 12,000 athletes from 12 countries meet.|3
Los voluntarios de la UPCT, aportados por el Consejo de Estudiantes, ayudarán en el desarrollo de las actividades programadas en Cartagena, San Javier, San Pedro y Los Alcázares.|The UPCT volunteers, provided by the Student Council, will help in the development of the scheduled activities in Cartagena, San Javier, San Pedro, and Los Alcázares.|4
Realizarán tareas de apoyo, entre ellas acogida de los deportistas, control de accesos, control de resultados, apoyo en labores de organización, avituallamiento, entre otras.|They will carry out support tasks, including welcoming athletes, access control, results control, support in organizational tasks, supplies, among others.|4
El programa ofrece más de 120 actividades de disciplinas náuticas, acuáticas y de playa para todos los públicos.|The program offers more than 120 activities in nautical, aquatic, and beach disciplines for all audiences.|3
Se llevarán a cabo exhibiciones, competiciones federadas y actividades libres y gratuitas; por lo que quienes asistan podrán participar y acudir como espectadores a actividades de todo tipo: rocódromo, láser tag, karting, exhibición de hípica o competición de tiro con arco, entre otras.|Exhibitions, federated competitions, and free activities will take place; so those attending can participate and attend as spectators in all kinds of activities: climbing wall, laser tag, go-karting, equestrian exhibition, archery competition, among others.|3
Entre las actividades deportivas con fines solidarios destaca la Carrera Solidaria y Marcha Solidaria 5K y 10K con la que se pretende recaudar 20.000 euros para la Asociación Española Contra el Cáncer.|Among the sports activities with solidarity purposes, the Solidarity Race and Solidarity Walk 5K and 10K stand out, aiming to raise 20,000 euros for the Spanish Association Against Cancer.|3
Este evento multideportivo europeo se celebra entre el 20 y el 23 de abril y está financiado por la Comisión Europea bajo el programa Erasmus+.|This European multi-sport event is held between April 20 and 23 and is funded by the European Commission under the Erasmus+ program.|4
La Unidad de Estudiantes de la UPT y el Consejo de Estudiantes promueven la participación del alumnado en actividades de voluntariado.|The UPT Students' Unit and the Student Council promote student participation in volunteering activities.|4
Cada año participan alumnos de diferentes centros en programas impulsados desde la Universidad y otras instituciones, como el Ayuntamiento de Cartagena.|Every year, students from different centers participate in programs driven by the University and other institutions, such as the Cartagena City Council.|4
