sentence|translation|sdg
Proyectos europeos que permiten sumar conocimiento en investigación, en docencia|European projects that allow to enhance knowledge in research, in teaching.|4
una oficina de investigación común, otra para gestionar las relaciones internacionales|a common research office, another one to manage international relations.|16
instalaciones compartidas y espacios comunes|shared facilities and common spaces.|9
No solo aulas, sino desde laboratorios hasta pistas deportivas|Not only classrooms, but also from laboratories to sports fields.|4
Clusters de Grado y Máster con el objetivo común basado en mapas de movilidad, la calidad y la experiencia centrados en Ingeniería Civil, Ingeniería Mecánica y Telecomunicaciones y Redes, Arquitectura, Ciencia Computacional, Medio Ambiente, entre otros|Degree and Master Clusters with a common objective based on mobility maps, quality, and experience focused on Civil Engineering, Mechanical Engineering and Telecommunications and Networks, Architecture, Computational Science, Environment, among others.|4
Son algunos de los logros conseguidos en los tres primeros años de EUt+ ( European University of Technology), la alianza que convertirá a la UPCT en el multicampus en España de este consorcio, impulsado por la iniciativa Universidades Europeas|They are some of the achievements obtained in the first three years of EUt+ (European University of Technology), the alliance that will turn the UPCT into the multicampus in Spain of this consortium, driven by the European Universities initiative.|4,17
La International Week de la UPCT, que reúne esta semana a representantes 40 universidades de todo el mundo, ha presentado los logros de la alianza en el workshop: EUt+ achievements|The UPCT's International Week, which this week brings together representatives from 40 universities around the world, has presented the achievements of the alliance at the workshop: EUt+ achievements.|4,17
Un taller cuya celebración ha coincidido con la conmemoración del Día de Europa|A workshop whose celebration coincided with the commemoration of Europe Day.|17
Durante el workshop se han abordado otras iniciativas como Mobility Friendly Plan, en la que participan estudiantes y personal de staff de las ocho universidades que integran el consorcio EUt+|During the workshop, other initiatives such as the Mobility Friendly Plan have been addressed, in which students and staff members from the eight universities that make up the EUt+ consortium participate.|4
Se trata de un paquete de servicios que se está desarrollando para facilitar la movilidad de alumnos|This is a package of services that is being developed to facilitate student mobility.|4
Tres años de alianza|Three years of alliance.|17
La UPCT se unió en 2020 a la Universidad Europea de Tecnología, un consorcio universitario patrocinado por la Unión Europea|The UPCT joined the European University of Technology in 2020, a university consortium sponsored by the European Union.|17
EUt+ está formada por la UPCT y las universidades de Cluj-Napoca (Rumanía), Darmstadt (Alemania), Dublín (Irlanda), Limassol (Chipre), Riga (Letonia), Sofía (Bulgaria) y Troyes (Francia)|EUt+ is formed by the UPCT and the universities of Cluj-Napoca (Romania), Darmstadt (Germany), Dublin (Ireland), Limassol (Cyprus), Riga (Latvia), Sofia (Bulgaria), and Troyes (France).|4,17
La UPCT participa con apoyo de la Consejería de Empresa, Empleo, Universidades y Portavocía de la CARM y con el respaldo del Ministerio de Universidades|The UPCT participates with the support of the Ministry of Business, Employment, Universities and Spokesperson for the CARM and with the endorsement of the Ministry of Universities.|8,17
Además, la UPCT es la primera de las universidades de la Región de Murcia en participar en la iniciativa Universidades Europeas que impulsa la Comisión Europea|Furthermore, the UPCT is the first of the universities in the Region of Murcia to participate in the European Universities initiative promoted by the European Commission.|4,17
