sentence | translation | sdg
Ya se han elegido los proyectos de la semifinal de la Región de Murcia de la III Olimpiada de Ingeniería en la Edificación: Construyendo con Ingenio, entre el alumnado de ESO y Bachillerato, que se han presentado hoy en la Escuela Técnica Superior de Arquitectura y Edificación de la UPCT. | The projects for the semifinal of the Region of Murcia of the III Olympiad of 'Building Engineering: Building with Ingenuity' have already been chosen, among ESO and Baccalaureate students, which were presented today at the Higher Technical School of Architecture and Building of the UPCT. | 9
Relacionan la ingeniería de la edificación con la sostenibilidad, ahora solo queda valorar las propuestas y los mejores trabajos pasarán a la final de ámbito nacional. | They relate building engineering to sustainability, now it only remains to evaluate the proposals and the best projects will go to the national final. | 9
Han asistido a este acto el vicerrector de Estudiantes, Cultura y Deportes, Sergio Amat, y Josefa Ros Torres, coordinadora del grado en Ingeniería de Edificación de la UPCT, y Joaquín Medina, representante del COAATIEMU. | The Vice Chancellor for Students, Culture and Sports, Sergio Amat, and Josefa Ros Torres, coordinator of the degree in Building Engineering at the UPCT, and Joaquín Medina, representative of the COAATIEMU, attended this event. | 4
Josefa Ros afirma que el alumnado en esta Olimpiada aporta posibilidades energéticas para que las viviendas, elegidas por ellos, sean sostenibles. | Josefa Ros states that the students in this Olympiad provide energy possibilities so that the houses, chosen by them, are sustainable. | 7
Los centros participantes, por parte de la ESO, han sido dos equipos del Colegio Maristas, La Merced-Fuensanta, de Murcia, y un tercero del Colegio Madre del Divino Pastor Cieza. | The participating centers, on the part of the ESO, have been two teams from the Maristas School, La Merced-Fuensanta, in Murcia, and a third from the Madre del Divino Pastor Cieza School. | 4
De Bachillerato (2º curso), otros tres grupos: el equipo Kelvin, del IES Juan Carlos I; el Jiménez de la Espada, del IES Jiménez de la Espada, y Les Cobusiers, del Colegio La Merced-Fuensanta. | In Baccalaureate (2nd year), three other groups: the Kelvin team, from IES Juan Carlos I; the Jiménez de la Espada, from IES Jiménez de la Espada, and Les Cobusiers, from the La Merced-Fuensanta School. | 4
Para conocer con más detalle este evento, tres alumnos y una alumna de 3º de la ESO, del Colegio Maristas La Merced-La Fuensanta de Murcia, cuyo tutor es el profesor José Monteagudo,  han expresado que se han puesto en valor elementos fundamentales para el ahorro energético. | To learn more about this event, three male students and one female student from the 3rd year of ESO, from the Maristas La Merced-La Fuensanta School in Murcia, whose tutor is Professor José Monteagudo, have expressed that fundamental elements for energy saving have been valued. | 4, 7
El estudiante Carlos Hernández Martínez, con el proyecto Nuestra casa ecológica, vivienda ubicada en la calle Jorge Manríquez, de la urbanización Mirador de Agridulce en Murcia, aporta un proyecto sostenible y con máxima eficiencia energética, con el aislamiento de techos y que no se haga un uso abusivo de la calefacción. | The student Carlos Hernández Martínez, with the project 'Our Ecological House', located on Jorge Manríquez Street, in the Mirador de Agridulce urbanization in Murcia, provides a sustainable project with maximum energy efficiency, with roof insulation and avoiding abusive use of heating. | 7
Placas solares sí, en parte, pero el aislamiento en el hogar es fundamental y primer paso para mejorar la eficiencia energética. | Solar panels yes, in part, but insulation in the home is fundamental and the first step to improve energy efficiency. | 7
Por su parte, Alberto González-Costa, afirma que en verano debe haber una ventilación correcta, con una posición óptima para que sea cruzada, así como un sistema de oscurecimiento y la vegetación que proporciona humedad. | For his part, Alberto González-Costa states that in summer there must be proper ventilation, with an optimal position to be crossed, as well as a darkening system and vegetation that provides humidity. | 7
Asimismo, Ignacio Murcia-Martínez añade que depende no solo de las placas solares, sino de la geotermia, paneles térmicos, purificación de la vivienda y calidad del aire. | Likewise, Ignacio Murcia-Martínez adds that "it depends not only on solar panels, but also on geothermal energy, thermal panels, home purification, and air quality." | 7
Finalmente, Iris García Garrido, dice que para desarrollar prácticas sostenibles apuesta por las energías renovables  y por las hipotecas verdes, también conocidas como ecohipotecas; se trata de un préstamo hipotecario cuya finalidad es financiar la compra, construcción o rehabilitación de una vivienda sostenible. | Finally, Iris García Garrido says that to develop sustainable practices, she advocates for renewable energies and green mortgages, also known as eco-mortgages; it is a mortgage loan intended to finance the purchase, construction, or renovation of a sustainable home. | 7, 13
Paralelamente, el grupo de 2º de Bachillerato, del colegio Maristas La Merced-Fuensanta, ha titulado su proyecto La casa Dolores. | In parallel, the 2nd-year Baccalaureate group from the Maristas La Merced-Fuensanta School has titled their project 'La Casa Dolores'. | 4
El objetivo es la localización, ventilación, materiales y gestión del agua, entre otras cuestiones. | The objective is the location, ventilation, materials, and water management, among other issues. | 6
Reducir consumo de energía y buscar sostenibilidad, en la urbanización El Portón de Los Jerónimos, en la pedanía Guadalupe (Murcia), sobre una parcela de 380 metros cuadrados, en la que se decantan por una ventilación mecánica controlada de doble flujo; materiales, como fibras de propileno, en sustitución del hormigón; y la celulosa, un material ecológico, como componente fundamental de la pared por sus beneficios térmicos, entre otros; además, protege de los ruidos y evita los humedales entre sus múltiples ventajas. | To reduce energy consumption and seek sustainability, in the 'El Portón de Los Jerónimos' urbanization, in the town of Guadalupe (Murcia), on a plot of 380 square meters, they opt for a controlled double flow mechanical ventilation; materials, such as polypropylene fibers, instead of concrete; and cellulose, an ecological material, as a fundamental component of the wall for its thermal benefits, among others; in addition, it protects against noise and avoids moisture among its multiple advantages. | 6, 7
La fase regional de la 'Olimpiada Ingeniería en la Edificación: Construyendo con Ingenio forma parte del Programa de actividades 2022/2023 en la UCC+i de la Universidad Politécnica de Cartagena (UPCT), que cuenta con la colaboración de la Fundación Española para la Ciencia y la Tecnología - Ministerio de Ciencia e Innovación. | The regional phase of the 'Building Engineering Olympiad: Building with Ingenuity' is part of the 2022/2023 activities program at the UCC+i of the Polytechnic University of Cartagena (UPCT), which has the collaboration of the Spanish Foundation for Science and Technology - Ministry of Science and Innovation. | 9
