sentence|translation|sdg
La programación trimestral número 21 de Cartagena Piensa, iniciativa que cumple su octavo año y en la que se mantiene la colaboración entre la UPCT y el Ayuntamiento, ha sido presentada hoy en el Palacio Consistorial.|"The 21st quarterly program of Cartagena Piensa, an initiative that is celebrating its eighth year and is maintaining collaboration between UPCT and the City Council, was presented today at the Consistorial Palace."|4
Arranca ya este viernes con las actividades divulgación científica de la Noche Europea de los Investigadores y las Investigadoras, una jornada que se celebrará en la Plaza Mayor y en la de Héroes de Cavite y para la que la Politécnica ha organizado más de veinte actividades para visitantes de todas las edades, como ha explicado durante la presentación la vicerrectora Catalina Egea.|"It kicks off this Friday with the scientific dissemination activities of the European Night of Researchers, a day that will be held at the Plaza Mayor and Héroes de Cavite, for which the Polytechnic has organized more than twenty activities for visitors of all ages, as explained by the Vice-Rector Catalina Egea during the presentation."|4
De los invitados que trae esta nueva programación destaca uno de los pensadores más notables de la escena internacional, el italiano Franco Bifo Berardi, que hablará de las transformaciones más recientes del inconsciente colectivo y la subjetividad social de una generación que se define como última. |"Of the guests that this new program brings, one of the most remarkable thinkers in the international scene stands out, the Italian Franco Bifo Berardi, who will speak about the most recent transformations of the collective unconscious and social subjectivity of a generation that defines itself as 'last'."|4
También se celebrará el Día Mundial de la Filosofía (16 de noviembre) con la presencia de otro destacado filósofo, Javier Sádaba, que hablará de su último libro, 'El arte de filosofar'.|"World Philosophy Day (November 16) will also be celebrated with the presence of another prominent philosopher, Javier Sádaba, who will talk about his latest book, 'The Art of Philosophizing'."|4
Como novedad, se ha incorporado a la programación un nuevo ciclo llamado Mujeres, Arte e Historia, que nace con  vocación de continuidad, y que pretende dar cuenta de los múltiples debates y trabajos que, desde una perspectiva de género, están transformando la investigación y la transmisión del papel  de las mujeres en la historia y en el arte.|"As a novelty, a new cycle called 'Women, Art, and History' has been incorporated into the program, which is born with a vocation of continuity and aims to account for the multiple debates and works that, from a gender perspective, are transforming the research and transmission of the role of women in history and art."|5
Con la colaboración del  Museo Nacional de Arqueología Subacuática (ARQVA) y de la concejalía de Igualdad, acudirán como invitadas la catedrática de Historia Isabel Morant, que hablará del trabajo colectivo 'El lugar de las mujeres en la Historia.|"With the collaboration of the National Museum of Underwater Archaeology (ARQVA) and the Equality Department, History professor Isabel Morant will attend as a guest-speaker to discuss the collective work 'The Place of Women in History'."|5
Desplazando los límites  de la representación del mundo', y a la que seguirán la destacada comisaria independiente Semíramis González, que hablará de la igualdad de género en las Artes Visuales.|"Shifting the boundaries of the representation of the world', followed by the prominent independent curator Semíramis González, who will talk about gender equality in Visual Arts."|5
Para terminar con la investigadora y ensayista Patricia González Gutiérrez, que presentará su último libro: 'Cunnus. Sexo y poder en Roma'.|"To conclude, researcher and essayist Patricia González Gutiérrez, who will present her latest book: 'Cunnus. Sex and Power in Rome'."|5
Acoge también Cartagena Piensa este trimestre la charla del experto en medio ambiente Joaquín Nieto, que hablará De los Derechos humanos a los Derechos de la Naturaleza cuando se cumplen 75 años de la Declaración Universal.|"This quarter, Cartagena Piensa will also host a talk by environmental expert Joaquín Nieto, who will speak on 'From Human Rights to Rights of Nature' as we commemorate 75 years of the Universal Declaration."|6
La presentación  del libro de José Martínez Hernández 'La banalidad trágica.  Cartas sobre la estupidez postmoderna';|"The presentation of the book by José Martínez Hernández 'Tragic Banality. Letters on Postmodern Stupidity'."|4
La presentación también del último libro del ambientólogo cartagenero Pablo Rodríguez Ros, 'El mar que muere', sobre el Mar Menor; o una mesa  redonda sobre sinhogarismo, en colaboración con la concejalía  de Servicios Sociales, con los expertos y activistas Miguel Ángel Alzamora, Carmen Díaz Pérez y Manuel Hernández Pedreño.|"Also the presentation of the latest book by the Cartagena environmentalist Pablo Rodríguez Ros, 'The Dying Sea', about the Mar Menor; or a roundtable discussion on homelessness, in collaboration with the Department of Social Services, with experts and activists Miguel Ángel Alzamora, Carmen Díaz Pérez, and Manuel Hernández Pedreño."|4
Se harán nuevos Cafés Filosóficos, en colaboración con la Sociedad de Filosofía de la Región de Murcia, en El Soldadito de Plomo, que también acogerá un nuevo Café con Ciencia y Pensamiento en colaboración con Beer s&Politics, sobre cómo abordar desde las políticas públicas el fenómeno de las drogas, con la politóloga Constanza Sánchez Avilés.|"New Philosophical Cafés will be held, in collaboration with the Philosophy Society of the Region of Murcia, at El Soldadito de Plomo, which will also host a new Café with Science and Thought in collaboration with Beer s&Politics, discussing how to address the drug phenomenon through public policies, with political scientist Constanza Sánchez Avilés."|8
Se presentará el libro Diálogos filosóficos en la cárcel, en colaboración con Solidarios para el Desarrollo; habrá un nuevo Taller  de Pensamiento Libre  en colaboración con Plena Inclusión; sin que falten el Club de Lectura  de Ensayo y un nuevo Taller de Filosofía para niños y niñas, y la colaboración con las convocatorias de paseos ciclistas de la Masa Crítica.|"The book 'Philosophical Dialogues in Prison' will be presented, in collaboration with Solidarios para el Desarrollo; there will be a new workshop on Free Thought in collaboration with Full Inclusion; without forgetting the Essay Reading Club and a new Philosophy Workshop for boys and girls, as well as collaboration with the Critical Mass cycling events."|8
