sentence | translation | sdg
El jurado de los premios establecidos por la Autoridad Portuaria de Cartagena ha decidido en su reunión mantenida hoy premiar el proyecto presentado por Enagás Plan de eficiencia energética en su planta de Cartagena como la iniciativa más responsable en materia medioambiental. | The jury of the awards established by the Port Authority of Cartagena has decided in their meeting held today to award the project presented by Enagás "Energy efficiency plan in its plant in Cartagena" as the most responsible initiative in environmental matters. | 13
Corresponde a su VII Edición del Concurso de Ideas para Actuaciones de Mejora Ambiental en el Puerto de Cartagena en la modalidad A. | It corresponds to its VII Edition of the Contest of Ideas for Environmental Improvement Actions at the Port of Cartagena in category A. | 13
Este premio se creó en el año 2010, con el ánimo de distinguir aquellas iniciativas que puedan resultar en un beneficio medioambiental dentro del entorno portuario. | This award was created in 2010, with the aim of distinguishing those initiatives that may result in an environmental benefit within the port environment. | 13
Las bases del concurso establecen dos modalidades: la modalidad A, dirigida a empresas presentes en el puerto y su ámbito de influencia, cuyo premio tiene carácter de reconocimiento público, no conllevando contraprestación económica alguna; y la modalidad B, dirigida a colectivos, asociaciones y personas vinculadas al ámbito universitario y/o de la investigación, con una dotación de 3.000 Euros. | The contest rules establish two categories: category A, aimed at companies present in the port and its area of influence, with a prize of public recognition, not entailing any economic compensation; and category B, aimed at groups, associations, and individuals linked to the university and/or research field, with an endowment of 3,000 Euros. | 13
Ambas modalidades tienen periodicidad bianual, alternando un año la modalidad A y el año siguiente la modalidad B. | Both categories have a biennial periodicity, alternating one year for category A and the following year for category B. | 13
La convocatoria de la VII Edición se corresponde con la modalidad A, y las empresas que han presentado proyectos han sido tres. | The call for the VII Edition corresponds to category A, and the companies that have submitted projects have been three. | 13
Engie Cartagena, S.L, con una serie de medidas ambientales aplicadas en su planta de Ciclo Combinado situada en el Valle de Escombreras, como Certificación ISO 14001, reducciones de consumos de agua y energía, reforestaciones efectuadas, etc | Engie Cartagena, S.L, with a series of environmental measures applied in its Combined Cycle plant located in the Escombreras Valley, such as ISO 14001 certification, reductions in water and energy consumption, reforestation efforts, etc | 13
Enagás Transporte, S.A.U. ha presentado un Plan de eficiencia energética planteado establece cuatro ámbitos diferenciados de actuación: Reducción del autoconsumo de gas. | Enagás Transporte, S.A.U. has presented an energy efficiency plan that establishes four different areas of action: Reduction of gas self-consumption. | 13
Repsol Petróleo, S.A, con un proyecto de conexión y desconexión de las bridas de los brazos de carga al buque se realizaba de manera manual y requería la utilización de herramental de mano pesado, y se ha sustituido por un sistema de acople rápido sin necesidad de utilizar herramientas, lo que minimiza el riesgo de derrame accidental en la operación. | Repsol Petróleo, S.A, with a project for the manual connection and disconnection of the loading arm flanges to the ship which was done manually and required the use of heavy manual tools, has been replaced by a quick coupling system without the need for tools, which minimizes the risk of accidental spills during operation. | 13
El jurado ha concedido el premio a Enagas por los beneficios esperados con las medidas de ahorro energético implantadas, con una inversión de más de 13 millones de euros, han permitido reducir su Huella de Carbono. | The jury has awarded the prize to Enagas for the expected benefits from the implemented energy-saving measures, with an investment of more than 13 million euros, which have allowed them to reduce their Carbon Footprint. | 13
HASTA EL 30 DE NOVIEMBRE SE PODRÁN PRESENTAR LAS CANDIDATURAS PARA LA SIGUIENTE EDICIÓN DEL PREMIO DE MEDIO AMBIENTE PUERTO DE CARTAGENA | UNTIL NOVEMBER 30, CANDIDATES CAN BE SUBMITTED FOR THE NEXT EDITION OF THE PORT OF CARTAGENA ENVIRONMENTAL AWARD | 13
El Puerto de Cartagena ha abierto el plazo de presentación de candidaturas para la próxima edición. | The Port of Cartagena has opened the deadline for submitting candidacies for the next edition. | 13
En este caso se trata de la Modalidad B recogida en las bases del concurso, dirigido a colectivos, asociaciones y personas vinculadas al ámbito universitario y/o de la investigación. | In this case, it is category B as outlined in the contest rules, aimed at groups, associations, and individuals linked to the university and/or research field. | 13
En esta modalidad se valorarán proyectos e ideas originales con aplicación en el ámbito portuario y que no estén ya implantadas en el Puerto de Cartagena. | In this category, original projects and ideas with application in the port area will be valued and that are not already implemented in the Port of Cartagena. | 13
La participación está abierta a cualquier persona, colectivo o asociación, aunque no tengan ninguna relación con el puerto. | Participation is open to anyone, groups, or associations, even if they have no relationship with the port. | 13
El plazo para la presentación de candidaturas estará abierto hasta el próximo día 30 de noviembre, un mes más tarde de lo recogido en las bases, ya que el plazo también se ha abierto más tarde. | The deadline for submitting candidacies will be open until the next November 30, one month later than stated in the rules, as the deadline has also been extended. | 13
La forma y lugar de presentación de las propuestas está recogido en las bases del concurso, disponibles en nuestra página web www.apc.es, haciendo clic en el banner correspondiente, o bien en este enlace directo: http://www.apc.es/premio.php. | The form and place of submission of proposals are outlined in the contest rules, available on our website www.apc.es, by clicking on the corresponding banner, or by using this direct link: http://www.apc.es/premio.php. | 13
Recordamos que en la Modalidad B de esta convocatoria, el proyecto o idea que resulte elegido como ganador será premiado con la cantidad de 3.000 euros. | We remind you that in category B of this call, the project or idea chosen as the winner will be awarded the amount of 3,000 euros. | 13
