sentence | translation | sdg  
Tras tres años de intenso trabajo de una iniciativa en la que participan las universidades politécnicas de Troyes (Francia), Chipre, Sofia (Bulgaria), Cluj-Napoca (Rumanía), Dublín (Irlanda), Riga (Letonia), Darmstadt (Alemania) y Cartagena (España) | After three years of intense work of an initiative involving polytechnic universities from Troyes (France), Cyprus, Sofia (Bulgaria), Cluj-Napoca (Romania), Dublin (Ireland), Riga (Latvia), Darmstadt (Germany) and Cartagena (Spain) | 4  
los líderes de los ocho paquetes de trabajo del proyecto han presentado durante estos días los principales logros e indicadores que se presentarán a la Comisión Europea para su valoración a finales de este año | The leaders of the eight work packages of the project have presented in recent days the main achievements and indicators that will be submitted to the European Commission for evaluation at the end of this year | 4  
Estas jornadas han contado con la presencia de rectores de las universidades, entre los que se encontraba el rector de la universidad de Cassino y del Lazio Meridional (UNICAS) Marco DellIsola, que se ha incorporado recientemente como noveno socio de la alianza | These days have been attended by university rectors, among whom was the rector of the University of Cassino and Southern Lazio (UNICAS) Marco DellIsola, who recently joined as the ninth partner of the alliance | 4  
A lo largo de 8 sesiones plenarias se han desglosado todos los objetivos y acciones que configuraron el primer proyecto EUt+ que se inició en noviembre de 2020, destacando los logros obtenidos, las tareas pendientes, así como las desviaciones o modificaciones que se han debido implementar para contribuir al éxito del proyecto | Throughout 8 plenary sessions, all the objectives and actions that shaped the first EUt+ project initiated in November 2020 have been broken down, highlighting the achievements, pending tasks, as well as deviations or modifications that have had to be made to contribute to the project's success | 4  
Cabe destacar el elevado número de proyectos complementarios que, derivados de la colaboración entre las universidades de la alianza, han obtenido financiación en diversas convocatorias de la UE principalmente del Programa Erasmus+ (Alliances for Innovation, Cooperation Partnerships) y de los distintos pilares de Horizonte Europa (Marie-Curie Actions - COFUND, Staff Exchanges), así como del European Innovation Council | It is worth noting the high number of complementary projects that, as a result of the collaboration between the universities of the alliance, have obtained funding in various EU calls mainly from the Erasmus+ Program (Alliances for Innovation, Cooperation Partnerships) and from the different pillars of Horizon Europe (Marie-Curie Actions - COFUND, Staff Exchanges), as well as from the European Innovation Council | 4, 17  
En resumen, 49 proyectos solicitados y 11 en preparación, con una tasa de éxito del 60% si sólo consideramos los 33 proyectos que ya han obtenido respuesta a día de hoy | In summary, 49 projects requested and 11 in preparation, with a success rate of 60% if we only consider the 33 projects that have already received a response to date | 9  
Asimismo, y dentro de la reciente convocatoria Twinning al amparo del pilar horizontal WIDERA (Widening European Research Area) de Horizonte Europa, se han presentado 6 propuestas con consorcios que incluyen partners EUt+, por un importe total de más de 7,5 MM, de los que 1,2 MM  se asignarían a la UPCT | Likewise, within the recent Twinning call under the WIDERA horizontal pillar (Widening European Research Area) of Horizon Europe, 6 proposals have been submitted with consortia including EUt+ partners, for a total amount of over €7.5 million, of which €1.2 million would be allocated to the UPCT | 9  
También ha sido muy reseñable el incremento en el número de estudiantes que han optado por realizar estancias siguiendo los mapas de movilidad diseñados por las universidades en las áreas temáticas que son comunes | It is also noteworthy the increase in the number of students who have chosen to undertake stays following the mobility maps designed by universities in common thematic areas | 4  
La comparación de los datos de estudiantes que cursaron asignaturas en países de la alianza distintos del suyo de origen en el segundo cuatrimestre del curso 22/23 prácticamente triplicaron los del mismo periodo del curso 20/21 | The comparison of data from students who took courses in alliance countries different from their country of origin in the second semester of the academic year 22/23 almost tripled those from the same period of the academic year 20/21 | 4  
Uno de los elementos vertebradores de esta alianza, cuyo proyecto EUt+ Accelerate se pondrá en marcha en noviembre de 2023 con un presupuesto base de 14.4 MM, es la inclusión de temáticas sobre igualdad, diversidad, inclusión, multiculturalidad y multilingüismo | One of the key elements of this alliance, whose EUt+ Accelerate project will start in November 2023 with a base budget of €14.4 million, is the inclusion of themes on equality, diversity, inclusion, multiculturalism, and multilingualism | 4, 5, 10  
El Secretario General de la alianza, Timothée Toury, ha señalado que  a partir de las conclusiones de estos días no sólo se facilitará la elaboración de los documentos de justificación de la primera fase del proyecto, sino que también ayudará a la elaboración de la hoja de ruta para las actividades de la segunda fase..." | The Secretary-General of the alliance, Timothée Toury, has indicated that " from the conclusions of these days, not only will the elaboration of the documents justifying the first phase of the project be facilitated, but it will also help in the elaboration of the roadmap for the activities of the second phase..." | 4  
La semana concluyó con la reunión de rectores presidida por la rectora de la UPCT Beatriz Miguel, y se completó con un encuentro con diversos representantes de empresas multinacionales, el cónsul honorario de Letonia, Alberto Gallego, y el embajador de Corea, Bahk Sahnghoon, con el fin de proyectar hacia el exterior los objetivos de la alianza y tender nuevos puentes de colaboración con agentes socioeconómicos | The week concluded with a meeting of rectors chaired by the rector of UPCT Beatriz Miguel, and was complemented by a meeting with various representatives from multinational companies, the honorary consul of Latvia, Alberto Gallego, and the ambassador of Korea, Bahk Sahnghoon, in order to project the alliance's objectives externally and build new bridges of collaboration with socio-economic actors | 4, 17
