sentence | translation | sdg
Los seminarios de empresa en la asignatura 'Proyectos de Ingeniería' han concluido hoy | The company seminars in the 'Engineering Projects' subject have concluded today | 4
tras las sesiones previas de Fini y MTorres, con la empresa de aplicaciones tecnológicas para optimizar el consumo de agua Azud | after the previous sessions with Fini and MTorres, with the technological applications company to optimize water consumption Azud | 6
con presencia en más de cien países y sede central en Murcia | with presence in more than a hundred countries and headquarters in Murcia | 9
Entre los 450 empleados de la compañía hay muchos egresados de la Politécnica de Cartagena, especialmente en los puestos de dirección | Among the 450 employees of the company, there are many graduates from the Polytechnic University of Cartagena, especially in management positions | 4
Uno de ellos es Miguel Martínez Cobacho, quien ha explicado a los estudiantes de la Escuela de Industriales, donde él estudió Ingeniería Eléctrica y Electrónica, su propia trayectoria en Azud, donde entró en prácticas hace más de veinte años y ahora forma parte del equipo directivo | One of them is Miguel Martinez Cobacho, who has explained to the students of the School of Industrial Engineering, where he studied Electrical and Electronic Engineering, his own career at Azud, where he started as an intern more than twenty years ago and is now part of the management team | 4
Durante la sesión, la ingeniera Beatriz Masdemont también ha compartido con el alumnado la metodología de la compañía para desarrollar tecnología propia e innovadora para la gestión eficiente del agua, generando soluciones que promueven un presente más consciente y un futuro más sostenible a nivel mundial | During the session, engineer Beatriz Masdemont also shared with the students the company's methodology to develop their own innovative technology for efficient water management, creating solutions that promote a more conscious present and a more sustainable future globally | 9
Además, ha mostrado cómo la ingeniería desempeña un papel fundamental en distintas áreas de la organización | Besides, she has shown how engineering plays a fundamental role in different areas of the organization | 9
La reclutadora de personal para Azud María Matencio también ha informado de sus ofertas de empleo vacantes y las oportunidades de iniciar "carreras profesionales atractivas y duraderas" para los egresados y egresadas de la UPCT, así como los canales en los que pueden consultar las ofertas laborales, además de enviar sus candidaturas para prácticas | The recruiter for Azud, María Matencio, has also informed about their vacant job offers and the opportunities to start "attractive and long-lasting professional careers" for the graduates of the UPCT, as well as the channels where they can check the job offers and submit their applications for internships | 8
La firma cuenta con la UPCT como "nuestra principal fuente de talento", según han explicado, y hace especial hincapié en la formación en idiomas, dado su mercado internacional | The company considers UPCT as "our main source of talent," as they have explained, and they particularly emphasize language training due to their international market | 4
"Un nivel mínimo de B2 de inglés es esencial", afirman | "A minimum level of B2 in English is essential," they state | 4
