sentence | translation | sdg
Técnicas Reunidas, Crusol, FMC Agricultural Solutions S.A.U., Bemyvega S. L, Banco Santander, Joaquín Juan Agüera y Adelaida Parreño Rodríguez han sido galardonados este viernes en los Premios Consejo Social y Alumni 2023. | Técnicas Reunidas, Crusol, FMC Agricultural Solutions S.A.U., Bemyvega S. L, Banco Santander, Joaquín Juan Agüera, and Adelaida Parreño Rodríguez have been awarded this Friday at the Consejo Social y Alumni 2023 Awards. | 1
Estos galardones reconocen a través de siete categorías la aportación de la Institución a la formación del talento y su contribución al desarrollo económico y social regional a través de su capital humano, científico y tecnológico. | These awards recognize through seven categories the contribution of the Institution to talent development and its contribution to the regional economic and social development through its human, scientific, and technological capital. | 4
El Premio Mentor, que ha recibido Técnicas Reunidas, reconoce a empresas, organismos o instituciones que hayan contribuido a la empleabilidad y al desarrollo de las carreras profesionales de los egresados de la UPCT a través de prácticas o proyectos formativos. | The Mentor Award received by Técnicas Reunidas recognizes companies, organizations, or institutions that have contributed to the employability and career development of UPCT graduates through internships or training projects. | 8
Técnicas Reunidas es una empresa de Ingeniería y construcción multinacional que emplea a gran cantidad de titulados de la UPCT, tanto en sus oficinas de Cartagena como en las que tiene repartidas por el mundo. | Técnicas Reunidas is a multinational engineering and construction company that employs many UPCT graduates, both in its offices in Cartagena and those distributed throughout the world. | 9
El Premio Emprendedor, otorgado a Crusol, se destina a una iniciativa empresarial o proyecto que se haya desarrollado con éxito. | The Entrepreneur Award, given to Crusol, is aimed at a successful business initiative or project. | 8
Esta empresa la fundaron dos titulados de la UPCT en 2019 y desarrolla proyectos de fotovoltaica, con una facturación en 2022 que superó los dos millones de euros. | This company was founded by two UPCT graduates in 2019 and develops photovoltaic projects, with a turnover in 2022 that exceeded two million euros. | 8
El Premio Excelencia Profesional reconoce a Joaquín Juan Agüera, su trayectoria ejemplar y relevante por su aportación al progreso social y económico del entorno. | The Professional Excellence Award recognizes Joaquín Juan Agüera, his exemplary and relevant career for his contribution to the social and economic progress of the environment. | 1
Este ingeniero es el primer doctor de la UPCT con dilatada experiencia profesional en puestos de Dirección en diferentes empresas industriales de la Región. | This engineer is the first Ph.D. from UPCT with extensive professional experience in management positions in various industrial companies in the region. | 9
La colaboración a través de la Red de Cátedras se distingue con el Premio Cooperación, otorgado a FMC Agricultural Solutions S.A.U. | Collaboration through the Chairs Network is distinguished with the Cooperation Award, granted to FMC Agricultural Solutions S.A.U. | 9
Esta empresa tiene una cátedra con la UPCT desde el año 2015 y ha colaborado activamente a través de becas dirigidas a estudiantes y aportaciones económicas para la consecución de los fines de la cátedra. | This company has had a chair with UPCT since 2015 and has actively collaborated through scholarships for students and financial contributions to achieve the chair's objectives. | 4
Se suman en esta edición el Premio Compromiso Social lo ha conseguido Bemyvega S.L. por fomentar la igualdad de oportunidades en las actividades de formación. | The Social Commitment Award in this edition has been achieved by Bemyvega S.L. for promoting equal opportunities in training activities. | 5
Esta empresa está cofundada por un profesor de la UPCT, que al margen de su actividad en la Universidad, se ha involucrado en conseguir que todos los niños puedan acceder a la educación en igualdad de condiciones independientemente de sus circunstancias personales. | This company was co-founded by a UPCT professor, who apart from his activity at the University, has been involved in ensuring that all children can access education on equal terms regardless of their personal circumstances. | 4
Banco Santander ha recibido el Premio Mecenazgo, por su labor de apoyo a la Universidad con el nuevo WORK CAFÉ en el edificio ELDI y su continua colaboración y financiación del ecosistema universitario. | Banco Santander has received the Patronage Award for its support to the University with the new WORK CAFÉ in the ELDI building and its continuous collaboration and funding of the university ecosystem. | 4
Completa las categorías el Premio Ginés Huertas Martínez a la superación y al esfuerzo,lo ha recibido Adelaida Parreño Rodríguez. | Adelaida Parreño Rodríguez has received the Ginés Huertas Martínez Award for overcoming and effort, completing the categories. | 3
Este galardón está destinado al estudiante de Grado de la UPCT haya defendido su Trabajo Fin de Estudios (TFE) durante el curso 2022/2023 desde la excelencia y se proponga ampliar su formación con la realización de estudios de postgrado en la UPCT. | This award is intended for the UPCT Bachelor's degree student who defended his Final Project during the 2022/2023 academic year with excellence and intends to further his education by pursuing postgraduate studies at the UPCT. | 4
Parreño estudió el grado en Ingeniería Eléctrica y el máster en Energías Renovables. | Parreño studied a Bachelor's degree in Electrical Engineering and a master's degree in Renewable Energies. | 7
Los Premios Consejo Social y Alumni son un certamen organizado por el Consejo Social, la Asociación de Antiguos Alumnos y Amigos de la UPCT y La Verdad Multimedia. | The "Consejo Social y Alumni Awards" is a competition organized by the Social Council, the Association of Alumni and Friends of UPCT, and La Verdad Multimedia. | 16
