sentence | translation | sdg
La Región de Murcia, con 48 inscritos, es la comunidad autónoma de España en la que más estudiantes de Bachillerato han competido en la fase local de la primera olimpiada de Teleco, celebrada el pasado sábado de forma simultánea en 10 comunidades. | The Region of Murcia, with 48 registered participants, is the autonomous community in Spain where the most high school students have competed in the local phase of the first Telecommunications Olympiad, held last Saturday simultaneously in 10 regions. | 4
Se trata de una convocatoria nacional, en la que los preuniversitarios miden sus habilidades en una prueba relacionada con las telecomunicaciones. | This is a national call, in which pre-university students test their skills in a telecommunications-related test. | 4
Los estudiantes tuvieron que resolver en dos horas cómo distribuir antenas 5G para dar cobertura en un pueblo que tiene una forma muy especial. | The students had to figure out in two hours how to distribute 5G antennas to provide coverage in a town with a very unique shape. | 9
Lo curioso, señala José Abad, subdirector de Promoción y Empresas, es que se trata de la localidad italiana de Palmanova, una ciudad con forma de estrella, con una plaza hexagonal en su interior. | The curious thing, as pointed out by José Abad, Deputy Director of Promotion and Companies, is that it is the Italian town of Palmanova, a city shaped like a star, with a hexagonal square inside. | 9
Para ello, los estudiantes emplearon herramientas como Google Maps. | For this, the students used tools like Google Maps. | 9
Los competidores midieron sus conocimientos y destrezas durante dos horas. | The competitors tested their knowledge and skills for two hours. | 4
“Es una especie de EBAU de las Telecomunicaciones”, afirma el profesor Abad. | "It's a kind of university entrance exam for Telecommunications," states Professor Abad. | 4
“Los estudiantes tienen que resolver de forma simultánea la misma prueba en toda España”, agrega. | "The students have to solve the same test simultaneously throughout Spain," he adds. | 4
En esta primera edición de olimpiada nacional de Telecomunicaciones, han competido ocho centros de Secundaria de la Región: Colegio de Fomento Monteagudo, Elis Cognita Murcia, IES Jiménez de la Espada, IES Ricardo Ortega, Colegio La Merced-Fuensanta, IES Poeta Sánchez Bautista, IES Miguel de Cervantes y el IES San Isidoro. | In this first edition of the national Telecommunications Olympiad, eight high schools in the Region have competed: Fomento Monteagudo School, Elis Cognita Murcia, Jiménez de la Espada High School, Ricardo Ortega High School, La Merced-Fuensanta School, Poeta Sánchez Bautista High School, Miguel de Cervantes High School, and San Isidoro High School. | 4
Los primeros clasificados, que se conocerán esta semana, competirán en la fase final, que tendrá lugar en el mes de junio. | The top performers, to be announced this week, will compete in the final phase, which will take place in June. | 4
El evento de ámbito nacional está organizado por el Colegio Oficial de Ingenieros Técnicos de Telecomunicación (COITT) y la Asociación Española de Graduados & Ingenieros Técnicos de Telecomunicación (AEGITT), junto con la Conferencia de Directores de Escuelas con Grados de Ingeniería en el Ámbito de Telecomunicación (CODIGAT), que aglutina a una veintena de escuelas universitarias como patrocinadoras y colaboradoras. | The national-level event is organized by the Official College of Telecommunication Engineers (COITT) and the Spanish Association of Graduates & Technical Engineers in Telecommunications (AEGITT), along with the Conference of Directors of Schools with Degrees in Telecommunications Engineering (CODIGAT), which includes about twenty university schools as sponsors and collaborators. | 4
El vicerrector de Estudiantes, Cultura y Deportes Sergio Amat; el Director de la Escuela de Telecomunicaciones, Alejandro Melcón, Cristina Vivancos de Capgemini y Cristina Montoya de NTTDATA, como patrocinadores, estuvieron presentes en el acto inaugural de la Olimpiada, celebrado en el Salón de Grados, y animaron a los estudiantes a iniciar sus estudios en Ingeniería de Telecomunicación, “un sector con muchísimo futuro”, señalaron. | The Vice-Rector for Students, Culture, and Sports Sergio Amat; the Director of the School of Telecommunications, Alejandro Melcón, Cristina Vivancos from Capgemini, and Cristina Montoya from NTTDATA, as sponsors, were present at the opening ceremony of the Olympiad, held in the Conference Hall, and encouraged students to start their studies in Telecommunications Engineering, "a sector with a lot of future," they pointed out. | 4
Esta Olimpiada es el resultado de una ayuda a la organización de olimpiadas científicas de la Región de Murcia financiada por la Consejería de Empresa, Empleo, Universidades y Portavocía, a través de la Fundación Séneca-Agencia de Ciencia y Tecnología de la Región de Murcia. | This Olympiad is the result of support for the organization of scientific Olympiads in the Region of Murcia funded by the Ministry of Business, Employment, Universities, and Spokespersonship, through the Seneca Foundation - Science and Technology Agency of the Region of Murcia. | 4
