sentence | translation | sdg  
INDIe4All, una herramienta de autor que facilita la creación de recursos digitales accesibles para el aprendizaje y que ha puesto en marcha la Universidad Politécnica de Cartagena (UPCT) | INDIe4All, an authoring tool that facilitates the creation of accessible digital resources for learning and launched by the Technical University of Cartagena (UPCT) | 4  
es una de las 12 candidaturas finalistas de la VII edición de los Premios Discapnet a las Tecnologías Accesibles de Fundación ONCE | is one of the 12 finalists applications for the 7th edition of the Discapnet Awards for Accessible Technologies by the ONCE Foundation | 4  
Los Premios Discapnet tienen como objetivo reconocer las mejores iniciativas y acciones en el campo de las tecnologías aplicadas a la mejora de la calidad de vida de las personas con discapacidad | The Discapnet Awards aim to recognize the best initiatives and actions in the field of technologies applied to improve the quality of life for people with disabilities | 4  
así como a las empresas, entidades u organizaciones que hayan desarrollado una labor continuada en el campo de la accesibilidad tecnológica | as well as companies, entities or organizations that have carried out continuous work in the field of technological accessibility | 4  
La herramienta es uno de los resultados principales de los proyectos Erasmus + KA201 INDIe (2018-1-ES01-KA201-050924) e INDie4All (2020-1-ES01-KA201-083177) coordinados ambos por la UPCT | The tool is one of the main outcomes of the Erasmus + KA201 INDIe (2018-1-ES01-KA201-050924) and INDie4All (2020-1-ES01-KA201-083177) projects, both coordinated by UPCT | 4  
y ha sido seleccionada en la categoría A, que premia al mejor producto o servicio basado en tecnologías para la mejora de la calidad de vida de las personas con discapacidad que ya esté disponible en el mercado | and has been selected in category A, which rewards the best product or service based on technologies for improving the quality of life of people with disabilities that is already available in the market | 4  
La Politécnica de Cartagena está utilizando esta plataforma para elaborar recursos educativos en formación reglada y en formación continua del PDI (Personal Docente Investigador) y del PTGAS (Personal Técnico, de Gestión y de Administración y Servicios) | The Technical University of Cartagena is using this platform to develop educational resources in formal education and continuous training for Teaching and Research Staff (PDI) and Technical, Management, and Administrative Services Staff (PTGAS) | 4  
La plataforma se ha desarrollado en el Centro de Producción de Contenidos Digitales, gracias a recursos humanos financiados por los proyectos INDIe e INDie4All, en los que ha participado un nutrido equipo de docentes | The platform has been developed at the Digital Content Production Center, thanks to human resources financed by the INDIe and INDie4All projects, in which a large team of teachers has participated | 4  
Contribuye a una educación digital de calidad e inclusiva para todos los niveles educativos y la formación a lo largo de la vida | Contributes to quality and inclusive digital education for all educational levels and lifelong learning | 4  
en el camino marcado por el Plan de Acción de Educación Digital 2021-2027 de la Comisión Europea | following the path set by the European Commission's Digital Education Action Plan 2021-2027 | 4  
Los socios de los proyectos europeos INDIe e INDIe4All ya han creado contenido educativo destinado a educación primaria, secundaria, formación profesional y educación superior | Partners of the European projects INDIe and INDIe4All have already created educational content for primary, secondary, vocational, and higher education | 4  
Más de 400 recursos educativos abiertos (REA) están accesibles en el repositorio INDIeOpen, donde los docentes pueden publicar el contenido creado con la herramienta | More than 400 open educational resources (REA) are accessible in the INDIeOpen repository, where teachers can publish content created with the tool | 4  
Estos recursos suman, desde octubre de 2021, más de 61000 visitas | These resources have accumulated more than 61,000 visits since October 2021 | 4  
La Consejería de Educación y Cultura de la Región de Murcia es socia de ambos proyectos | The Ministry of Education and Culture of the Region of Murcia is a partner in both projects | 4  
Esta herramienta de la UPCT ha sido además seleccionada por un consorcio de 21 universidades españolas ha seleccionado para elaborar material y evaluar las competencias digitales de la ciudadanía | This tool from UPCT has also been selected by a consortium of 21 Spanish universities to develop material and evaluate the digital skills of citizens | 4  
El proyecto ERASMUS + INDIe4All 'Interactive Digital Content Platform for All' está cofinanciado por la Comisión Europea y coordinado por la UPCT | The ERASMUS + INDIe4All project "Interactive Digital Content Platform for All" is co-financed by the European Commission and coordinated by UPCT | 4  
Son socios el National Education Centre for Blind Children de Irlanda (ChildVision), la Dirección General de Innovación Educativa y Atención a la Diversidad de la Consejería de Educación y Cultura de la CARM, el IES Castillo Puche de Yecla y dos centros docentes de Grecia | Partners include the National Education Centre for Blind Children in Ireland (ChildVision), the Directorate General for Educational Innovation and Attention to Diversity of the Ministry of Education and Culture of the CARM, the IES Castillo Puche in Yecla, and two educational centers in Greece | 4
