sentence | translation | sdg  
Las inversiones verdes son el tema elegido por la Organización Mundial del Turismo, vinculada a las Naciones Unidas, para la celebración hoy, 27 de septiembre, del Día Mundial del Turismo. | Green investments are the chosen topic by the World Tourism Organization, linked to the United Nations, for the celebration today, September 27, of World Tourism Day. | 13  
Una preocupación medioambiental a la que también da respuesta la Universidad Politécnica de Cartagena ofertando un curso de formación permanente sobre Turismo Sostenible y Ecoturismo, incluyendo la perspectiva ecológica en el programa de estudios de su grado en Turismo y su máster en Dirección de Entidades Turísticas y a través de su Cátedra en Turismo Sostenible. | An environmental concern to which the Polytechnic University of Cartagena also responds by offering a permanent training course on Sustainable Tourism and Ecotourism, including the ecological perspective in the curriculum of its Tourism degree and its master's in Tourism Entities Management and through its Sustainable Tourism Chair. | 4  
El curso Turismo sostenible/Ecoturismo, que se imparte por primera vez a partir del próximo día 16 de octubre, concienciará sobre la necesidad de incorporar la sostenibilidad al sector turístico y lograr un turismo más sostenible. | The Sustainable Tourism/Ecotourism course, which will be taught for the first time starting next October 16, will raise awareness about the need to incorporate sustainability into the tourism sector and achieve a more sustainable tourism. | 4  
Los participantes, estudiantes universitarios y profesionales de  hoteles y agencias, guías turísticos o emprendedores, conocerán los diferentes tipos de subproductos en el turismo sostenible, el turismo ornitológico, el astroturismo, el agroturismo y los diferentes recursos ecoturísticos del Mar Menor y de la Región de Murcia. | Participants, university students, and professionals from hotels and agencies, tour guides, or entrepreneurs, will learn about the different types of by-products in sustainable tourism, ornithological tourism, astrotourism, agrotourism, and the various ecotourism resources of the Mar Menor and the Region of Murcia. | 4  
"Aprenderán a valorar los recursos de nuestro espacio natural y cómo proteger a través del turismo espacios naturales como Calblanque", ejemplifica la directora del curso, Anabel García Olivares. | "They will learn to value the resources of our natural space and how to protect natural areas like Calblanque through tourism", exemplifies the course director, Anabel García Olivares. | 15  
Impacto de los festivales en la aceptación social. | Impact of festivals on social acceptance. | 8  
La Cátedra de Turismo Sostenible ITREM-UPCT, financiada por la Consejería de Presidencia, Turismo, Cultura y Deportes a través del Instituto de Turismo de la Región de Murcia y creada este mismo año, está ya monitorizando el impacto en los residentes de las actividades turísticas y, en concreto, cómo festivales como La Mar de Músicas y Rock Imperium contribuyen a la aceptación social del turismo en Cartagena. | The Sustainable Tourism Chair ITREM-UPCT, funded by the Ministry of Presidency, Tourism, Culture, and Sports through the Tourism Institute of the Region of Murcia and created this same year, is already monitoring the impact on residents of tourism activities and, specifically, how festivals like La Mar de Músicas and Rock Imperium contribute to the social acceptance of tourism in Cartagena. | 8  
"El objetivo es conseguir una triple sostenibilidad, económica, medioambiental y sociocultural", señala Andrés Artal, director de la cátedra, para la que también están investigando numerosos docentes del departamento de Economía, Contabilidad y Finanzas. | "The goal is to achieve triple sustainability, economic, environmental, and socio-cultural," says Andrés Artal, director of the chair, for which numerous teachers from the Department of Economics, Accounting, and Finance are also conducting research. | 8  
La cátedra está también desarrollando un sistema de indicadores de sostenibilidad turística, sobre los que ya han realizado su Trabajo Fin de Máster las alumnas Pilar Hortúa y Madeleine Sánchez. | The chair is also developing a system of indicators for tourism sustainability, on which students Pilar Hortúa and Madeleine Sánchez have already completed their Master's Thesis. | 8  
Los estudiantes de la Facultad de Ciencias de la Empresa han participado también recientemente en congresos sobre turismo religioso y sobre turismo deportivo. | Students from the Faculty of Business Sciences have also recently participated in conferences on religious tourism and sports tourism. | 4  
Docencia e investigación en sostenibilidad turística. | Teaching and research in tourism sustainability. | 4  
La UPCT incluye en el plan de estudios de su Grado en Turismo asignaturas como 'Planificación turística y ordenación del territorio' y 'Turismo sostenible y gestión medioambiental', temáticas en las que también se forma el alumnado del Máster en Gestión y Dirección de Empresas e Instituciones Turísticas. | The UPCT includes in the curriculum of its Tourism degree subjects such as 'Tourist Planning and Land Management' and 'Sustainable Tourism and Environmental Management', topics in which students of the Master's in Management and Direction of Tourism Companies and Institutions are also trained. | 4
