sentence | translation | sdg
Los ocho equipos finalistas participantes en la VI Olimpiada de Arquitectura de la Región de Murcia, ‘Make Cool Your School!’, expondrán mañana en el salón de actos del edificio Edificio CIM, ETSAE-UPCT, sus proyectos para mejoras arquitectónicas y transformación de los espacios de los centros educativos. | The eight finalist teams participating in the VI Architecture Olympiad of the Region of Murcia, 'Make Cool Your School!', will present tomorrow in the auditorium of the CIM Building, ETSAE-UPCT, their projects for architectural improvements and transformation of educational spaces. | 4
Entre los ocho finalistas, habrá una medalla de oro, plata y bronce. | Among the eight finalists, there will be a gold, silver, and bronze medal. | 3
Los ocho grupos clasificados para la final son: Los Insanos, del IES Príncipe Asturias; el equipo DesixEnginneers, del centro IES Príncipe Asturias; el equipo Untouchable, del centro IES Mediterráneo; el equipo Kenchikuka, del IES Diego Tortosa; el equipo Tetrahedron'23, del colegio de Fomento Nelva; el equipo DOMO, del IES José Ibañez Martín; el equipo del IES Poeta Sánchez Bautista; y el equipo del IES Ramón Arcas Meca. | The eight groups qualified for the final are: Los Insanos, from the IES Príncipe Asturias; the DesixEnginneers team, from the IES Príncipe Asturias center; the Untouchable team, from the IES Mediterráneo center; the Kenchikuka team, from IES Diego Tortosa; the Tetrahedron'23 team, from the Fomento Nelva school; the DOMO team, from IES José Ibañez Martín; the team from IES Poeta Sánchez Bautista; and the team from IES Ramón Arcas Meca. | 4
Participan en esta última edición un total de 190 estudiantes de Secundaria y Bachillerato conformados en 35 equipos, procedentes de 23 centros educativos y de 10 municipios de la Región de Murcia y uno de la provincia de Alicante. | This latest edition involves a total of 190 Secondary and Baccalaureate students organized into 35 teams, from 23 educational centers and 10 municipalities in the Region of Murcia and one from the province of Alicante. | 4
Los alumnos y profesores de Secundaria y Bachillerato tienen la oportunidad de desarrollar un proyecto arquitectónico, asistidos por docentes y estudiantes de últimos cursos del Grado en Fundamentos de Arquitectura de la Escuela Técnica Superior de Arquitectura y Edificación de la Universidad Politécnica de Cartagena. | Secondary and Baccalaureate students and teachers have the opportunity to develop an architectural project, assisted by teachers and students from the final years of the Degree in Architectural Foundations at the Higher Technical School of Architecture and Building of the Polytechnic University of Cartagena. | 4
En esta experiencia, los alumnos han sido partícipes del rediseño de estos espacios, incorporando su visión en el futuro de los centros. | In this experience, students have been involved in the redesign of these spaces, incorporating their vision into the future of the centers. | 4
Forman parte de esta Olimpiada los estudiantes de 4º curso de la E.S.O, 1º y 2º de Bachillerato de diferentes centros de la Región. | This Olympiad includes students from the 4th year of Compulsory Secondary Education, 1st and 2nd year of Baccalaureate from different centers in the Region. | 4
La Olimpiada plantea la reflexión sobre las aulas como espacios docentes clave en los centros educativos que han experimentado transformaciones radicales, como las características ambientales del aula. | The Olympiad raises reflection on classrooms as key educational spaces in schools that have undergone radical transformations, such as the environmental characteristics of the classroom. | 4
Se busca que las propuestas de rediseño exploren soluciones para mejorar el aula como hábitat, dando cabida a experiencias sensoriales que estimulen el aprendizaje. | The aim is for redesign proposals to explore solutions to improve the classroom as a habitat, accommodating sensory experiences that stimulate learning. | 4
Esta Olimpiada (22159/OLIM/22) es el resultado de una ayuda a la organización de olimpiadas científicas de la Región de Murcia financiada por la Consejería de Empresa, Empleo, Universidades y Portavocía, a través de la Fundación Séneca-Agencia de Ciencia y Tecnología de la Región de Murcia. | This Olympiad (22159/OLIM/22) is the result of support for the organization of scientific Olympiads in the Region of Murcia funded by the Ministry of Business, Employment, Universities, and Spokespersonship, through the Séneca Foundation-Agency for Science and Technology of the Region of Murcia. | 9
