sentence | translation | sdg
El proyecto Punto ha ganado el primer premio en el Demoday CORE Challenge celebrado este lunes en la Universidad Politécnica de Cartagena (UPCT) y dotado con 1000 euros. | The project 'Punto' has won the first prize in the Demoday CORE Challenge held this Monday at the Polytechnic University of Cartagena (UPCT) and endowed with 1000 euros. | 
En segundo lugar, dotado con 600 euros, lo ha conseguido WISP-RD y, el tercer premio, con 300 euros, el proyecto, Kontra. | In second place, endowed with 600 euros, it was achieved by 'WISP-RD' and, the third prize, with 300 euros, the project, 'Kontra'. | 9
Los proyectos defendidos han planteado soluciones innovadoras para la creación de un espacio de ocio que fortalezca la cohesión de grupo, el aprovechamiento de mobiliario urbano, tecnologías para el aprovechamiento de la energía, desarrollo de un software para problemas de ingeniería naval como la botadura de un buque. | The defended projects have proposed innovative solutions for the creation of a leisure space that strengthens group cohesion, the use of urban furniture, technologies for energy utilization, and the development of software for naval engineering issues such as the launching of a ship. | 9
El proyecto ganador Punto, realizado por el grupo compuesto por Basma, Alesia, Aya, Jenny, Ana Cristina y presentado por Nico, consiste en una plataforma online para dar ayuda psicológica, en la que han programado un sistema con el cual, cada dos sesiones contratadas por los clientes se regala una sesión con el psicólogo a una persona con discapacidad y a sus familiares facilitando el acceso a la salud mental a la sociedad, empezando primero en el ámbito nacional y, más adelante, internacional. | The winning project 'Punto', carried out by the group composed of Basma, Alesia, Aya, Jenny, Ana Cristina and presented by Nico, consists of an online platform to provide psychological assistance, in which they have programmed a system through which, for every two sessions contracted by clients, a session with the psychologist is gifted to a person with a disability and their relatives, facilitating access to mental health for society, starting first at the national level and later internationally. | 3
El proyecto WISP-RD presentado por Nathanael, plantea la democratización a la accesibilidad a internet en zonas rurales y de difícil acceso especialmente en la República Dominicana. | The project 'WISP-RD' presented by Nathanael, proposes the democratization of internet accessibility in rural and hard-to-reach areas, especially in the Dominican Republic. | 9
Por su parte, el proyecto Kontra, de Jesús, consiste en una plataforma de gestión de autorizaciones para la recogida y entrega de pedidos de compras online utilizando tecnología blockchain, para optimizar los procesos en caso de ausencias en casa cuando llega un paquete. | On the other hand, the project 'Kontra', by Jesús, consists of an authorization management platform for the collection and delivery of online shopping orders using blockchain technology, to optimize processes in the event of absences at home when a package arrives. | 9
El programa CORE Challenge es una iniciativa de la Cátedra de Emprendimiento Santander-UPCT, dependiente del vicerrectorado de Economía, Empresa y Emprendimiento de la UPCT. | The CORE Challenge program is an initiative of the Santander-UPCT Chair of Entrepreneurship, under the vice-rectorate of Economy, Business, and Entrepreneurship of the UPCT. | 9
Cuenta con el apoyo del Instituto de Fomento de la Región de Murcia. | It has the support of the Institute of Promotion of the Region of Murcia. | 17
Su objetivo es acelerar ideas de negocio de la comunidad universitaria, a través del trabajo realizado durante semanas previas en diferentes talleres, descubriendo problemas y desarrollando soluciones. | Its objective is to accelerate business ideas from the university community, through work done during previous weeks in different workshops, discovering problems and developing solutions. | 4
El jurado del demoday de Core Challenge ha estado integrado por Juan Francisco Sánchez, vicerrector de Economía, Empresa y Emprendimiento UPCT; Álvaro Armada, jefe del Departamento de Crecimiento Empresarial del INFO Región de Murcia y Juan Manuel Núñez, director de Banca Institucional Murcia del Banco Santander. | The jury of the Core Challenge Demoday has been composed of Juan Francisco Sánchez, vice-rector of Economy, Business, and Entrepreneurship UPCT; Álvaro Armada, head of the Business Growth Department of the INFO Region of Murcia, and Juan Manuel Núñez, director of Institutional Banking Murcia of Banco Santander. | 9
El jurado ha evaluado de cada proyecto la idea de negocio, la innovación, viabilidad, el impacto social, la originalidad, y la capacidad de comunicación. | The jury has evaluated from each project the business idea, innovation, viability, social impact, originality, and communication skills. | 9
Los proyectos finalistas han sido: Arca (Alfonso Bastidas), Kiosk (Cristan Gustavo Guzmán), Kontra (Jesús Martínez), Lighstorm (Alejandro Martínez), Naval Ops (Arturo Rodríguez), Punto (Alesia Shakhalenka, Basma Barhel, Aya Zizi, Ana Cristina Alonso, Jenny PaolaGaray y Nicolás Giraldo) y WISP-RD (Nathanael Miguel García y Alejandro Martínez). | The finalist projects have been: Arca (Alfonso Bastidas), Kiosk (Cristan Gustavo Guzmán), Kontra (Jesús Martínez), Lighstorm (Alejandro Martínez), Naval Ops (Arturo Rodríguez), Punto (Alesia Shakhalenka, Basma Barhel, Aya Zizi, Ana Cristina Alonso, Jenny PaolaGaray and Nicolás Giraldo), and WISP-RD (Nathanael Miguel García and Alejandro Martínez). | 4
El jurado ha destacado la alta calidad de todos ellos. | The jury has highlighted "the high quality of all of them". | 
Ha resaltado que ha sido difícil el considerar únicamente 3 ganadores y ha dado la enhorabuena a todos ellos. | It has emphasized that it has been difficult to consider only 3 winners and has congratulated all of them. | 
CORE Challenge es un programa cofinanciado por el Convenio de Colaboración INFO-UPCT, para la ejecución de las actividades del Programa de Emprendimiento 2023, y la Cátedra de Emprendimiento Santander-UPCT de la Red de Cátedras UPCT. | CORE Challenge is a program co-financed by the Collaboration Agreement INFO-UPCT, for the execution of the activities of the Entrepreneurship Program 2023, and the Santander-UPCT Chair of Entrepreneurship of the UPCT Chair Network. | 4
