sentence | translation | sdg  
Representantes de universidades, centros de investigación y empresas privadas involucradas en el desarrollo de nuevas tecnologías energéticas participan esta semana | Representatives from universities, research centers, and private companies involved in the development of new energy technologies participate this week | 9  
del del 25 al 27 de octubre en el Congreso Iberoamericano de Hidrógeno y Pilas de Combustible (Iberconappice-2023) | from the 25th to the 27th of October at the Ibero-American Congress of Hydrogen and Fuel Cells (Iberconappice-2023) | 9  
que la UPCT ha organizado en colaboración con la Asociación Española de Pilas de Combustible (Appice) | which UPCT has organized in collaboration with the Spanish Association of Fuel Cells (Appice) | 9  
En el congreso se expondrán 35 ponencias de expertos de varios países iberoamericanos sobre el diseño, desarrollo y fabricación de las pilas de combustible | At the congress, 35 presentations by experts from various Ibero-American countries will be given on the design, development, and manufacture of fuel cells | 9  
de los métodos de producción del hidrógeno y de las aplicaciones a pequeña y gran escala | on hydrogen production methods and applications on small and large scale | 9  
para interconexiones de red, autoconsumo o estaciones de recarga para vehículos | for network interconnections, self-consumption, or recharging stations for vehicles | 9  
Esta nueva tecnología energética podría utilizarse también en trenes y aeronaves | This new energy technology could also be used in trains and aircraft | 9  
Las temáticas del congreso también abarcan los retos para el almacenamiento y transporte del hidrógeno verde | The congress themes also cover challenges for the storage and transportation of green hydrogen | 9  
y los planes de negocio, nuevos mercados y oportunidades de financiación que tiene este sector emergente | and the business plans, new markets, and financing opportunities that this emerging sector has | 9  
Los investigadores de la UPCT José Javier López Cascales, María José Salar García y Ángel Molina García forman parte del comité organizador del congreso | Researchers from UPCT, José Javier López Cascales, María José Salar García, and Ángel Molina García are part of the organizing committee of the congress | 9  
que se desarrollará en el campus CIM | which will be held at the CIM campus | 9
