sentence | translation | sdg
25 de julio de 1936. | July 25, 1936. | 
La escultura de San Antonio de Padua, de Salzillo, desaparece de la iglesia de San Diego, en Cartagena. | The sculpture of San Antonio de Padua, by Salzillo, disappears from the church of San Diego, in Cartagena. | 16
Hoy se cumplen 87 años. | Today marks 87 years. | 
El paradero sigue siendo una incógnita. | The whereabouts are still unknown. | 
Investigadores de la Universidad Politécnica de Cartagena (UPCT) están utilizando un método revolucionario para intentar localizar esta imagen a la que se le perdió la pista días después del estallido de la Guerra Civil, en plena ola de violencia anticlerical. | Researchers from the Polytechnic University of Cartagena (UPCT) are using a revolutionary method to try to locate this image that went missing days after the outbreak of the Civil War, amid a wave of anticlerical violence. | 16
Según pistas fiables podría encontrarse emparedada en el inmueble. | According to reliable clues, it could be walled up inside the building. | 
Los investigadores de las escuelas de Ingeniería de Caminos y Minas y de Arquitectura y Edificación utilizan uno de los pocos equipos de georradar que se emplean en Europa, señala la profesora Josefina García León. | Researchers from the Schools of Civil Engineering and Mining, and Architecture and Building Construction, are using one of the few ground-penetrating radar devices used in Europe, says Professor Josefina García León. | 9
Es la primera vez que esta tecnología se emplea en la Región de Murcia. | This is the first time this technology is being used in the Region of Murcia. | 
La tecnología georradar utilizada es idónea para respetar el patrimonio arquitectónico. | The ground-penetrating radar technology used is ideal for respecting architectural heritage. | 9
No es invasiva ni requiere obras en el inmueble, comentan los investigadores del grupo en Geofísica Aplicada Somera (GEODE) Pedro Martínez Pagán y Marcos Martínez Segura. | It is non-invasive and does not require construction work on the property, comment researchers from the Applied Geophysics Group (GEODE) Pedro Martínez Pagán and Marcos Martínez Segura. | 9
Los investigadores han trabajado con historiadores. | The researchers have worked with historians. | 
En los archivos no hay evidencia de que esa escultura de Salzillo fuera destrozada ni quemada. | There is no evidence in the archives that Salzillo's sculpture was destroyed or burned. | 
Además cuentan con testimonios orales fiables que afirman que se encuentra emparedada en el interior del templo. | They also have reliable oral testimonies affirming that it is walled up inside the temple. | 
Pese a todo ello, su paradero continúa siendo una incógnita. | Despite all this, its whereabouts continue to be a mystery. | 
La investigación, que comenzó en 2022, aún no ha hallado esta escultura desaparecida durante la Guerra Civil pero si ha confirmado la presencia de huecos ocultos en el templo en lugares en los que no era necesario estructuralmente en los que, por su tamaño, podría haber estado emparedado. | The investigation, which began in 2022, has not yet found this sculpture that disappeared during the Civil War, but has confirmed the presence of hidden cavities in the temple in areas where it was not structurally necessary, and where, due to their size, it could have been walled up. | 
Uno de ellos es el oratorio. | One of them is the oratory. | 
Los trabajos realizados hasta ahora también han permitido descartar dónde no se encuentra la escultura de Salzillo. | The work carried out so far has also helped rule out where Salzillo's sculpture is not located. | 
García León y Pedro E. Collado Espejo, del grupo Thermal Analysis And Geomatics, recuerdan que la parroquia de San Diego conserva un San José de Salzillo que en la misma fecha una familia la ocultó durante la contienda civil y posteriormente la devolvió a la Iglesia. | Garcia León and Pedro E. Collado Espejo, from the Thermal Analysis and Geomatics group, recall that the San Diego parish retains a San José de Salzillo that a family hid during the civil conflict on the same date and later returned it to the Church. | 
En esta investigación multidisciplinar participan estudiantes del máster en Patrimonio Arquitectónico de la UPCT. | Students from the Master's in Architectural Heritage at the UPCT participate in this multidisciplinary research. | 
Se realiza en colaboración con el historiador Miguel Ángel Ríos Sanmartín y a instancias del párroco de San Diego, Pascual Saorín. | It is carried out in collaboration with the historian Miguel Ángel Ríos Sanmartín and at the request of the parish priest of San Diego, Pascual Saorín. | 4,16
