sentence|translation|sdg
Una estación robótica colaborativa con nombre de divinidad vikinga|A collaborative robotic station with the name of a Viking deity|9
un microscopio de fuerzas atómicas para explorar el mundo nanotecnológico|An atomic force microscope to explore the nanotechnological world|9
hologramas e ilusiones ópticas son algunos de los talleres de divulgación científica|Holograms and optical illusions are some of the scientific outreach workshops|9
la Universidad Politécnica de Cartagena ha organizado para este viernes con motivo de la Noche Europea de los Investigadores e Investigadoras|The Universidad Politécnica de Cartagena has organized for this Friday on the occasion of the European Night of Researchers|4
La feria tecnológica se celebrará en la Plaza Mayor y en la de Héroes de Cavite, desde las 10 de la mañana y hasta las 11 de la noche|The technology fair will be held in the Plaza Mayor and in the Héroes de Cavite, from 10 in the morning until 11 at night|9
Para la sesión matutina ya hay inscritos más de 1.000 estudiantes de una decena de centros de Primaria y Secundaria|For the morning session, more than 1,000 students from a dozen Primary and Secondary schools have already registered|4
Eventos similares se realizan este viernes en más de 280 ciudades europeas y la UPCT participa a través del proyecto Science Goes To School|Similar events are taking place this Friday in more than 280 European cities and the UPCT participates through the Science Goes To School project|4
que está formado por un consorcio junto con otras nueve universidades y entidades representativas de la investigación y la divulgación científica de la Comunitat Valenciana y la Región de Murcia|which is formed by a consortium along with nine other universities and representative entities of research and scientific outreach in the Valencian Community and the Region of Murcia|4
El evento será también el primero del nuevo trimestre de actividades del programa cultural Cartagena Piensa, organizado por el Ayuntamiento de Cartagena y la Politécnica|The event will also be the first of the new quarter of activities of the Cartagena Piensa cultural program, organized by the Cartagena City Council and the Polytechnic|4
Entre las novedades de este año cabe destacar la participación de varias asociaciones y equipos de competición de estudiantes de la UPCT|Among the novelties of this year, the participation of various associations and student competition teams from the UPCT is worth mentioning|4
como son los UPCT Makers, con talleres de robótica y economía circular|such as the UPCT Makers, with workshops on robotics and circular economy|9
el equipo Moto Student UPCT, que expondrá dos de sus prototipos|the Moto Student UPCT team, which will showcase two of its prototypes|9
la asociación IEEE, que desarrollará una actividad sobre soldadura|the IEEE association, which will carry out an activity on welding|9
y los miembros de la Teleco Lan Party, que plantean un espacio dedicado al mundo de los videojuegos y las nuevas tecnologías|and the members of the Teleco Lan Party, who propose a space dedicated to the world of video games and new technologies|9
También estarán representadas todas las escuelas y la facultad de la UPCT, con actividades sobre modelos genéticos, ingeniería civil, turismo sostenible, uso de redes sociales, movilidad urbana, inteligencia artificial, robótica, realidad aumentada, nanotecnología o juegos matemáticos, entre otros|All schools and faculties of the UPCT will also be represented, with activities on genetic models, civil engineering, sustainable tourism, use of social networks, urban mobility, artificial intelligence, robotics, augmented reality, nanotechnology, or mathematical games, among others|4
A su vez, para complementar estas actividades en el puerto de Cartagena, habrá una serie de visitas guiadas en horario de mañana por el Museo del Agua y la Energía, situado en el Campus del Paseo Alfonso XIII, así como diferentes iniciativas en el Museo del Teatro Romano|In addition, to complement these activities in the port of Cartagena, there will be a series of guided tours in the morning by the Water and Energy Museum, located on the Alfonso XIII Avenue Campus, as well as different initiatives in the Roman Theater Museum|4
con actividades infantiles, una visita virtual y una charla que lleva por título Contenidos digitales y realidad virtual hoy, la gran oportunidad, impartida por José Antonio Muñiz Olivares, fundador y director de Digivision y director de los documentales de Ingeniería romana|with children's activities, a virtual tour, and a talk entitled 'Digital content and virtual reality today, the great opportunity', given by José Antonio Muñiz Olivares, founder and director of Digivision and director of Roman Engineering documentaries|4
Por otra parte, se dedicará un espacio a los jóvenes investigadores de institutos de educación secundaria de la Región de Murcia|On the other hand, a space will be dedicated to young researchers from secondary education institutes in the Region of Murcia|4
éstudiantado del IES Mediterráneo expondrán el coche eléctrico con el que consiguieron la victoria en la última edición de la competición Greenpower celebrada en el circuito de Cartagena|Students from IES Mediterráneo will exhibit the electric car with which they achieved victory in the last edition of the Greenpower competition held at the Cartagena circuit|7
Sorteo y pasaporte científico La UPCT y su Unidad de Cultura Científica y de la Innovación organizarán durante la jornada un sorteo de una tablet Samsung Galaxy Tab A8 para quienes sigan los perfiles sociales tanto de la Universidad como de su UCC+i y hagan una publicación que incluya el hashtag|Draw and scientific passport The UPCT and its Unit of Scientific Culture and Innovation will organize a draw for a Samsung Galaxy Tab A8 tablet for those who follow the social profiles of both the University and its UCC+i and make a post that includes the hashtag|9
Por otro lado, los visitantes dispondrán de un 'pasaporte científico' que tendrán que ir rellenando conforme vayan participando en los distintos talleres del evento|On the other hand, visitors will have a 'scientific passport' that they will have to fill out as they participate in the various workshops at the event|9
En función del número de sellos obtenidos, recibirán premios de merchandising de la UPCT|Depending on the number of stamps obtained, they will receive UPCT merchandising prizes|9
SCIENCE GTS es un proyecto financiado por las acciones Marie Sk?odowska-Curie, con identificador de convocatoria HORIZON-MSCA-2022-CITIZENS-01 (MSCA and Citizens2022; grant agreement: 101061179)|SCIENCE GTS is a project funded by the Marie Sk?odowska-Curie actions, with call identifier HORIZON-MSCA-2022-CITIZENS-01 (MSCA and Citizens2022; grant agreement: 101061179)|4
Además, las actividades desarrolladas por la UPCT cuentan con la colaboración de la Asamblea Regional de Murcia, del Ayuntamiento de Cartagena, del Teatro Romano de Cartagena, de la Autoridad Portuaria de Cartagena y de la Federación de Tropas y Legiones de las Fiestas de Carthagineses y Romanos de Cartagena|In addition, the activities developed by the UPCT have the collaboration of the Regional Assembly of Murcia, the Cartagena City Council, the Roman Theater of Cartagena, the Port Authority of Cartagena, and the Federation of Troops and Legions of the Carthaginians and Romans Festivities of Cartagena|17
