sentence | translation | sdg  
Telefónica, la Universidad Politécnica de Cartagena y el Instituto de Fomento de la Región de Murcia organizan el lanzamiento del programa Murcia Open Future | Telefónica, the Polytechnic University of Cartagena and the Institute of Economic Development of the Region of Murcia organize the launch of the Murcia Open Future program | 9  
que se celebrará el jueves 18 de mayo a las 16:30 horas en el Espacio de Coworking del ELDI | that will take place on Thursday, May 18 at 4:30 pm at the ELDI Coworking Space | 9  
El evento dará la bienvenida a las once startups que este año participan en un programa que tiene como objetivo principal acelerarlas en fases iniciales | The event will welcome the eleven startups participating in a program whose main objective is to accelerate them in the initial phases | 9  
La iniciativa comenzó el 19 de abril y consta de dos fases de cuatro meses cada una | The initiative started on April 19 and consists of two phases, each lasting four months | 9  
Durante el programa, los participantes recibirán formación en metodologías ágiles e innovación, entre otras temáticas, a través de un enfoque semipresencial | During the program, participants will receive training in agile methodologies and innovation, among other subjects, through a semi-face-to-face approach | 4  
Además, contarán con la asesoría de tres mentores especializados que les acompañarán a lo largo del proceso | Additionally, they will have the advice of three specialized mentors who will accompany them throughout the process | 4  
En esta edición se han seleccionado 11 proyectos para formar parte del programa y van desde el sector textil hasta las nuevas tecnologías a través de IAs, Blockchain, drones, servicios personalizados y economía circular | In this edition, 11 projects have been selected to be part of the program, ranging from the textile sector to new technologies through AI, Blockchain, drones, personalized services, and circular economy | 9  
Las startups participantes son Atakkama, Cómic Vivo, Devontic, Fiscoo, Foraliver, Gastrochat, Kiwosan, Phycotech, Ríos de Maya, Toksuel y Viónica | The participating startups are Atakkama, Cómic Vivo, Devontic, Fiscoo, Foraliver, Gastrochat, Kiwosan, Phycotech, Ríos de Maya, Toksuel and Viónica | 9  
Miguel Ángel Fernández, Responsable de Telefónica Open Future; Antonio Caballero, Responsable de Innovación Digital en Telefónica; Joaquín Gómez, Director del Instituto de Fomento de la Región de Murcia; y Beatriz Miguel, Rectora de la Universidad Politécnica de Cartagena, serán las personalidades encargadas de dar la bienvenida a los participantes en el evento | Miguel Ángel Fernández, Manager of Telefónica Open Future; Antonio Caballero, Digital Innovation Manager at Telefónica; Joaquín Gómez, Director of the Institute for the Promotion of the Region of Murcia; and Beatriz Miguel, Rector of the Polytechnic University of Cartagena, will be the personalities in charge of welcoming the participants at the event | 9  
La asistencia está abierta hasta completar aforo realizando un registro previo en este enlace | Attendance is open until full capacity is reached by registering in advance at this link | 9  
El programa Murcia Open Future_Hub Carthago se presenta como una oportunidad única para las startups que quieran impulsar su proyecto, recibiendo asesoramiento de expertos en el campo de la innovación y el emprendimiento | The Murcia Open Future_Hub Carthago program is presented as a unique opportunity for startups that want to boost their project, receiving advice from experts in innovation and entrepreneurship | 9  
Esta iniciativa representa un gran paso para la Región de Murcia en la consolidación de su ecosistema emprendedor y en el fomento de la creación de nuevas empresas | This initiative represents a big step for the Region of Murcia in consolidating its entrepreneurial ecosystem and promoting the creation of new businesses | 9  
Desde su lanzamiento en 2018, se han acelerado más de 40 proyectos con casos de éxito como Timiak Tech, Yavino o Nivimu entre otros | Since its launch in 2018, more than 40 projects have been accelerated, with success stories such as Timiak Tech, Yavino, or Nivimu, among others | 9  
Al finalizar cada edición, se celebra un Demoday, donde los participantes presentan sus proyectos ante inversores y entidades del ecosistema emprendedor, como Wayra y Wannaseed | At the end of each edition, a Demoday is held, where participants present their projects to investors and entities in the entrepreneurial ecosystem, such as Wayra and Wannaseed | 9  
Murcia Open Future_Hub Carthago está co-financiado por el Convenio de Colaboración INFO Región de Murcia-Universidad Politécnica de Cartagena, para la ejecución de las actividades del Programa de Emprendimiento 2023, y organizado por la Cátedra de Emprendimiento Santander-UPCT de la Red de Cátedras UPCT | Murcia Open Future_Hub Carthago is co-financed by the Collaboration Agreement INFO Region of Murcia-Technical University of Cartagena, for the execution of the Entrepreneurship Program 2023 activities, and organized by the Santander-UPCT Entrepreneurship Chair of the UPCT Chair Network | 17  
Telefónica Open Future Telefónica Open Future es un programa de innovación abierta regional que nació en 2014 como motor de generación de empleo y de creación de ecosistema de emprendimiento regional en España, que impulsa localmente proyectos de innovación tecnológica y que construye empresas digitales y disruptivas | Telefónica Open Future is a regional open innovation program that was born in 2014 as an engine for job creation and the creation of a regional entrepreneurship ecosystem in Spain, which locally drives technological innovation projects and builds digital and disruptive companies | 9
