sentence | translation | sdg
Arranca septiembre y los estudiantes de la Universidad Politécnica de Cartagena ya están citados este lunes día 4 para el inicio de las clases en todos los grados y en buena parte de los másteres oficiales. | September starts and the students of the Polytechnic University of Cartagena are already summoned this Monday, the 4th, for the start of classes in all degrees and in a good part of the official master's degrees. | 4
Las clases comenzarán a las 9 de la mañana y a las 15:00 para los alumnos del turno de tarde en los grados que cuentan con varios grupos. | Classes will start at 9 in the morning and at 3:00 pm for afternoon shift students in the degrees that have multiple groups. | 4
Los centros docentes de la UPCT darán charlas de bienvenida a los nuevos estudiantes. | The teaching centers of the UPCT will give welcome talks to new students. | 4
Así lo harán este mismo lunes las escuelas de Ingeniería Agronómica, a las 9:00 en el salón de grados de la ETSIA; de Arquitectura y Edificación, a las 9:00 en el aula 303 del CIM; de Ingeniería Naval, a las 10:00 en el aula G1, y de Telecomunicación, a las 11:30 y a las 16:00 en el salón de grados de la ETSIT. | This Monday, the schools of ​​Agronomic Engineering will do so at 9:00 am in the degree hall of the ETSIA; of Architecture and Building, at 9:00 am in room 303 of the CIM; of Naval Engineering, at 10:00 am in G1, and Telecommunication, at 11:30 am and 4:00 pm in the degree hall of the ETSIT. | 4
También se inician este lunes las clases en 15 de los 27 másteres oficiales que imparten la UPCT y sus centros adscritos. | Also, classes in 15 out of 27 official master's degrees taught by the UPCT and its affiliated centers will start this Monday. | 4
En este enlace puede consultarse el calendario de cada máster. | The calendar for each master's degree can be checked at this link. | 4
Los plazos de inscripción y matrícula en los títulos de la UPCT están aún abiertos. | The registration and enrollment deadlines for UPCT degrees are still open. | 4
El pasado curso la Politécnica de Cartagena tuvo 5.428 estudiantes matriculados en sus títulos oficiales de grado, máster y doctorado y se prevé que la cifra de este año sea superior. | Last academic year, the Polytechnic University of Cartagena had 5,428 students enrolled in its official degrees, master's programs, and doctorates, and it is expected that the number for this year will be higher. | 4, 8
En el caso de los grados, las matrículas de continuación se pueden realizar de manera telemática hasta la medianoche del 6 de septiembre. | In the case of bachelor's degrees, continuation enrollments can be done electronically until midnight on September 6. | 4
Los estudiantes de nuevo ingreso pueden matricularse, a través de las secretarías de cada centro, en los grados en los que haya plazas disponibles. | New incoming students can enroll, through the secretariats of each center, in degrees where there are available slots. | 4
Para los másteres, la tercera fase de admisión está abierta hasta las 14:00 del 6 de septiembre y el plazo de matrícula se reabrirá del 15 al 20 de septiembre. | For master's programs, the third admission phase is open until 2:00 pm on September 6, and the enrollment period will reopen from September 15 to 20. | 4
Las matrículas de continuación en másteres se pueden realizar hasta la medianoche del día 6. | Continuing enrollments in master's programs can be done until midnight on the 6th. | 4
Y para doctorados está también abierta, hasta el 10 de septiembre, la fase de admisión y ha comenzado hoy el periodo de matrícula para continuación de estudios, que se extenderá hasta la medianoche del 15 de septiembre. | For doctorates, the admission phase is also open until September 10, and the enrollment period for continuing studies has started today, which will extend until midnight on September 15. | 4
La novedad en la oferta académica de este curso en la Universidad Politécnica de Cartagena es el nuevo programa de doctorado en Tecnologías de Doble Uso y Sistemas de Gestión en Seguridad y Defensa, pionero en la Universidad española. | The novelty in the academic offer for this course at the Polytechnic University of Cartagena is the new doctoral program in Dual-Use Technologies and Management Systems in Security and Defense, pioneering in the Spanish university system. | 4, 9
Este doctorado está dirigido al desarrollo de tecnologías que puedan destinarse a usos tanto civiles como militares y lo podrán cursar tanto miembros de las Fuerzas Armadas como personal civil. | This doctoral program is aimed at the development of technologies that can be used for both civilian and military purposes and can be taken by both members of the Armed Forces and civilians. | 4, 9
Este programa se podrá realizar con dedicación a tiempo parcial, para que sea compatible con otras obligaciones profesionales. | This program can be done with part-time dedication to be compatible with other professional obligations. | 4
Las líneas de investigación de este programa incluyen temas tan variados como redes de comunicaciones de próxima generación y vehículos inteligentes, interfaces cerebro ordenador, bioseñales, seguridad industrial y aerodinámica e incluso recursos psicológicos y de salud laboral en el contexto militar. | The research lines of this program include diverse topics such as next-generation communication networks and smart vehicles, brain-computer interfaces, biosignals, industrial security, aerodynamics, and even psychological and occupational health resources in the military context. | 4
