sentence | translation | sdg  
"Conocer sus experiencias es mejor que descubrirlas nosotros [para mal]" | Knowing their experiences is better than discovering them by ourselves [for bad] | 4  
"señala Enrique Pacheco, estudiante de primer curso durante una reunión con su alumna tutora, Carmen María Cruz, una compañera de su mismo grado pero de cuarto año que le orienta y aconseja en su nueva etapa como universitario." | Enrique Pacheco, a first-year student, mentions during a meeting with his student tutor, Carmen María Cruz, a classmate of the fourth year of the same degree who guides and advises him in his new stage as a university student. | 4  
"Como ella, más de medio centenar de estudiantes veteranos de la Politécnica de Cartagena participan en el Programa de Acción Tutorial, guiando al alumnado de primer año de su misma titulación o centro." | Like her, more than fifty veteran students from the Polytechnic University of Cartagena participate in the Tutorial Action Program, guiding first-year students of the same degree or center. | 4  
"Les ayudamos a no perderse ni los estudios ni la vida universitaria, explica María Bértalos, que repite este año como alumna tutora en la Escuela de Navales de la UPCT." | "We help them not to get lost in neither their studies nor university life," explains María Bértalos, who repeats this year as a student tutor at the Naval School of the UPCT. | 4  
"Viene super bien, porque llegan muy perdidos, con miedo incluso, y están agobiados con todos los cambios que supone la llegada a la Universidad, añade Bértalos." | "It is very good because they arrive very lost, even afraid, and they are overwhelmed with all the changes that entering the University entails," adds Bértalos. | 4  
Cuando yo empecé la carrera me hubiera gustado tener un servicio así, suscribe Cruz, compañera suya en  Arquitectura Naval e Ingeniería de Sistemas Marinos." | "When I started the degree, I would have liked to have a service like this," subscribes Cruz, her classmate in Naval Architecture and Marine Systems Engineering. | 4  
"Al inicio nos preguntan sobre cómo poner en funcionamiento el Aula Virtual y el correo electrónico y enseguida se preocupan por los apuntes, las prácticas, los recursos que pueden utilizar en la biblioteca y sobre cómo preparar los exámenes, ahonda Bértalos." | "At the beginning, they ask us how to operate the Virtual Classroom and the email and immediately they worry about the notes, the practices, the resources they can use in the library, and how to prepare for exams," Bértalos delves.  | 4  
"Mayor rendimiento académico La orientación y motivación que tienen los alumnos tutorizados se nota mucho, explica Susana Marco, del Servicio de Atención a los Estudiantes." | "Higher academic performance 'The guidance and motivation that the tutored students have is noticed a lot,'" explains Susana Marco, from the Student Services. | 4, 3  
"En mi grupo del año pasado hubo muy pocos suspensos, ratifica Bértalos, que este curso vuelve a tutorizar a un grupo de diez estudiantes de nuevo ingreso." | "In my group from last year, there were very few failures," confirms Bértalos, who this year is tutoring a group of ten new entry students. | 4  
"Nos gustaría saber qué va a entrar en el examen, pregunta Alberto Meca, uno de los recién llegados a la ETSINO." | "We would like to know what will be on the exam," asks Alberto Meca, one of the newcomers to the ETSINO. | 4  
"Nosotras tampoco lo sabemos, pero conocer a los profesores, ayuda, responden Cruz y Bértalos, recomendando revisar exámenes de años anteriores y buscar ejercicios en la bibliografía de las guías docentes." | "We don't know either, but knowing the professors helps," reply Cruz and Bértalos, recommending to review exams from previous years and look for exercises in the bibliography of the teaching guides. | 4  
"Los alumnos tutores tienen a su vez a un profesor tutor en cada centro para ayudarles en su labor de orientación, explica Marco, recordando la importancia de presentar el Plan de Acción Tutorial durante la bienvenida a los nuevos alumnos y a través de los propios estudiantes tutores." | "The student tutors, in turn, have a teacher tutor in each center to help them in their guidance work," explains Marco, recalling the importance of presenting the Tutorial Action Plan during the welcome to the new students and through the student tutors themselves. | 4, 4
