sentence|translation|sdg
"Al miraros, veo el futuro."|Looking at you, I see the future.|4
"En Europa se habla de los retos Green Deal."|In Europe, there is talk about the challenges of the Green Deal.|13
"Nos queda un largo camino para que vosotros, los jóvenes, os impliquéis."|We have a long way to go for you, the youth, to get involved.|4
"Y seréis quienes nos aportéis las soluciones a los retos de la sostenibilidad de la UE"|"And you will be the ones who provide us with the solutions to the sustainability challenges of the EU."|4
“Hay que estimular el gusanillo por la ciencia”|We must stimulate the natural curiosity for science.|4
"Beatriz Miguel ha afirmado: "."|Beatriz Miguel has stated.|4
"Beatriz Miguel ha mostrado su apoyo y ha deseado un futuro optimista y alentador a todos los estudiantes de Bachillerato de la Región de Murcia que les guste la Ciencia y Tecnología; además, ha destacado que en este Congreso los participantes pueden desarrollar habilidades de comunicación soft skills."|Beatriz Miguel has shown her support and has wished an optimistic and encouraging future to all high school students in the Region of Murcia who like Science and Technology; furthermore, she has pointed out that in this Congress the participants can develop communication skills "soft skills".|4
"La rectora de la UPCT  ha inaugurado la 9ª edición del Congreso IDIES (I+D en Institutos de Educación Secundaria), en el campus CIM, en el que han participado 180 alumnos de 18 institutos de la Región de Murcia que han desarrollado 57 proyectos este curso, con la colaboración de centros investigadores y distintas universidades, como el CEBAS-CSIC, IMIDA, la Universidad de Murcia, la Universidad Politécnica de Cartagena y la Universidad Miguel Hernández de Elche."|The rector of the UPCT opened the 9th edition of the IDIES Congress (R&D in Secondary Education Institutes), at the CIM campus, where 180 students from 18 institutes in the Region of Murcia have participated and developed 57 projects this academic year, with the collaboration of research centers and various universities, such as CEBAS-CSIC, IMIDA, the University of Murcia, the Polytechnic University of Cartagena, and the Miguel Hernández University of Elche.|4
“Además, se cuenta con la colaboración de la Fundación Séneca y la Academia de Ciencias de la Región de Murcia, que financian el proyecto.”|Furthermore, there is collaboration with the Seneca Foundation and the Academy of Sciences of the Region of Murcia, which finance the project.|4
"Beatriz Miguel Hernández ha estado acompañada en la apertura del evento por representantes de distintas instituciones: el director del CEBAS-CSIS, Juan José Alarcón Cabañero; el director gerente de Fundación Séneca, Antonio González Valverde; el vicepresidente de la Academia de Ciencias de la Región de Murcia, Alberto Tárraga Tomás; y la subdirectora de Proyección y Comunicación, de la Escuela Politécnica Superior de Orihuela, UMH, Casilda Navarro."|Beatriz Miguel Hernández was accompanied at the event opening by representatives from different institutions: the director of CEBAS-CSIS, Juan José Alarcón Cabañero; the managing director of the Seneca Foundation, Antonio González Valverde; the vice president of the Academy of Sciences of the Region of Murcia, Alberto Tárraga Tomás; and the deputy director of Projection and Communication at the Polytechnic School of Orihuela, UMH, Casilda Navarro.|4
"El rector de la UMU, José Luján, no ha podido estar presente, según ha indicado la rectora."|The rector of the UMU, José Luján, could not be present, as indicated by the rector.|4
"IDIES forma parte de las actividades de SCIENCE GTS, proyecto asociado a la iniciativa "Noche Europea de los Investigadores" de la Unión Europea, financiada por las acciones Marie Skłodowska-Curie, con identificador de convocatoria: HORIZON-MSCA-2022-CITIZENS-01 (MSCA and Citizens 2022)."|IDIES is part of the activities of SCIENCE GTS, a project associated with the European Researchers' Night initiative of the European Union, funded by the Marie Skłodowska-Curie actions, with the call identifier: HORIZON-MSCA-2022-CITIZENS-01 (MSCA and Citizens 2022).|4
"La UPCT oferta la tutorización de proyectos de investigación de alumnos de Bachillerato a través de su Unidad de Cultura Científica, que cuenta con la colaboración de la Fundación Española para la Ciencia y la Tecnología (FECYT) - Ministerio de Ciencia e Innovación."|The UPCT offers the tutoring of research projects for high school students through its Scientific Culture Unit, which has the collaboration of the Spanish Foundation for Science and Technology (FECYT) - Ministry of Science and Innovation.|4
