sentence | translation | sdg  
La Universidad Politécnica de Cartagena (UPCT) impartirá un nuevo programa de doctorado en Tecnologías de Doble Uso y Sistemas de Gestión en Seguridad y Defensa, pionero en la Universidad española. | The Polytechnic University of Cartagena (UPCT) will offer a new doctoral program in Dual-Use Technologies and Security and Defense Management Systems, a pioneer in the Spanish University. | 4  
Se trata de una enseñanza encaminada al desarrollo de tecnologías que puedan destinarse a usos tanto civiles como militares. | It is an education aimed at the development of technologies that can be used for both civilian and military purposes. | 9  
ANECA (Agencia Nacional de Evaluación y Acreditación) ha emitido hoy el informe favorable. | ANECA (National Agency for Quality Assessment and Accreditation) issued a favorable report today. | 4  
La Escuela Internacional de Doctorado (EINDOC) impartirá este programa el próximo curso 2023/2024, tras obtener la autorización de implantación. | The International Doctoral School (EINDOC) will offer this program in the next academic year 2023/2024, after obtaining the implementation authorization. | 4  
Este doctorado lo podrán cursar miembros de las Fuerzas Armadas y personal civil. | Members of the Armed Forces and civilian personnel will be able to take this doctoral program. | 4  
Está previsto que la EINDOC oferte parte de las plazas a tiempo parcial a personal militar y otra parte a tiempo completo, que podrá cursar tanto civiles como militares. | EINDOC is expected to offer some of the places on a part-time basis to military personnel and another part on a full-time basis, which can be taken by both civilians and military personnel. | 4  
Las líneas de investigación con las que estará vinculado este programa son las técnicas de ayuda a la decisión y modelos matemáticos en Defensa; Tecnologías de la información y las comunicaciones en Defensa; Tecnologías industriales, mecánicas y energéticas en sistemas de Defensa y Aspectos medioambientales, psicológicos y lingüísticos de las actividades de Defensa. | The research lines linked to this program include decision support techniques and mathematical models in Defense; Information and communication technologies in Defense; Industrial, mechanical, and energy technologies in Defense systems and Environmental, psychological, and linguistic aspects of Defense activities. | 4  
Estas líneas incluyen temas tan variados como redes de comunicaciones de próxima generación y vehículos inteligentes; interfaces cerebro ordenador; bioseñales; seguridad industrial y aerodinámica o incluso recursos psicológicos personales y de salud laboral en el contexto militar. | These lines include various topics such as next-generation communication networks and intelligent vehicles; brain-computer interfaces; biosignals; industrial security and aerodynamics or even personal psychological resources and occupational health in the military context. | 9  
El profesorado del programa está integrado, en su mayoría, por profesores doctores del CUD. | The program's faculty is mostly made up of PhD professors from the CUD. | 4  
Docentes de otros centros de la UPCT también impartirán diferentes materias. | Professors from other UPCT centers will also teach different subjects. | 4  
Relación UPCT-AGA El nuevo programa es un paso más en la importante relación de la Universidad Politécnica de Cartagena con las actividades de Defensa y Seguridad, señala Antonio Viedma, delegado-director Académico del Centro Universitario de la Defensa (CUD), ligado al Ejército del Aire y al Ministerio de Defensa y centro adscrito a la UPCT y ubicado en la Academia General del Aire de San Javier. | The UPCT-AGA relationship The new program "is a further step in the important relationship of the Polytechnic University of Cartagena with Defense and Security activities," says Antonio Viedma, Academic Delegate-Director of the Defense University Centre (CUD), linked to the Air Force and the Ministry of Defense and attached to the UPCT and located at the General Air Force Academy in San Javier. | 16  
El director de EINDOC, Pedro Sánchez Palma, explica que a diferencia de otros programas relacionados con estos temas, pero centrados en aspectos históricos, económicos o geopolíticos, la UPCT como universidad especializada en ingeniería y gestión, busca formar doctores en las tecnologías de doble uso civil y militar. | The director of EINDOC, Pedro Sánchez Palma, explains that unlike other programs related to these topics, but focused on historical, economic, or geopolitical aspects, UPCT as a university specialized in engineering and management, seeks to train doctors in dual-use civil and military technologies. | 4  
Así fomentamos la investigación de interés para las Fuerzas Armadas, las empresas del sector, o de otros sectores con la misma base técnica, y en general para todos aquellos profesionales militares o civiles que buscan crecer tecnológicamente y obtener el reconocimiento investigador que el grado de Doctor otorga, agrega. | This way we promote research of interest to the Armed Forces, companies in the sector, or other sectors with the same technical base, and generally for all military or civilian professionals seeking to grow technologically and obtain the research recognition that the Doctorate degree grants," he adds. | 4  
La primera fase para la preinscripción en Doctorado comienza el 15 de julio y finaliza a principios de septiembre. | The first phase for Doctoral pre-registration begins on July 15th and ends in early September. | 4  
Habrá una segunda fase en noviembre y, la tercera y última, en enero. | There will be a second phase in November, and the third and final one in January. | 4
