sentence|translation|sdg
¿Es alcanzable el residuo 0 en las explotaciones ganaderas?|Is zero waste achievable in livestock farms?|12
¿Cómo se logra una gestión exitosa de subproductos ganaderos y residuos urbanos mediante compostaje?|How to achieve successful management of livestock by-products and urban waste through composting?|12
¿Cuáles son los retos de las industrias ganaderas?|What are the challenges of livestock industries?|12
Estas son algunas de las cuestiones de actualidad a las que darán respuesta este martes y miércoles investigadores y expertos de diferentes puntos del país en las jornadas sobre compostaje que se celebran en Lorca.|These are some of the current issues that researchers and experts from different parts of the country will address this Tuesday and Wednesday at the composting conference held in Lorca.|9
Las jornadas se enmarcan en el proyecto europeo COMPOSTER: Encouraging young farmers to produce compost for healthy soil and organic food using innovative solutions y las organizan investigadores del grupo de Gestión Aprovechamiento y Recuperación de Suelos y Aguas (GARSA-UPCT).|The conference is part of the European project "COMPOSTER: Encouraging young farmers to produce compost for healthy soil and organic food using innovative solutions", organized by researchers from the Soil and Water Management and Recovery Group (GARSA-UPCT).|2
Este proyecto de investigación (2021-1-TR01-KA220-VET-000024977), enmarcado en el programa ERASMUS+, finalizará en 2024 y tiene un presupuesto de 173.875.|This research project (2021-1-TR01-KA220-VET-000024977), framed within the ERASMUS+ program, will end in 2024 and has a budget of €173,875.|4
Uno de sus principales objetivos es establecer relaciones de cooperación y asociación a largo plazo entre Turquía, Lituania y España en el sector del compostaje, para desarrollar las mejores prácticas en la producción de compost.|One of its main objectives is to establish long-term cooperation and partnership relationships between Turkey, Lithuania, and Spain in the composting sector, to develop the best practices in compost production.|17
La programación permite asistir a una sesión presencial en  la Feria Ganadera, Industrial y Alimentaria de Lorca (SEPOR), recibir formación online o realizar visitas a una planta de compostaje.|The program allows attending a face-to-face session at the Livestock, Industrial, and Food Fair in Lorca (SEPOR), receiving online training, or visiting a composting plant.|9
Las jornadas arrancan con una visita a este martes, a las 16:00 horas, a la 56ª edición de la "Feria Ganadera, Industrial y Alimentaria de Lorca (SEPOR).|The conference starts with a visit this Tuesday, at 16:00, to the 56th edition of the "Livestock, Industrial, and Food Fair of Lorca (SEPOR).|9
A las 17:00 horas, comienza el programa de ponencias.|At 17:00, the program of presentations begins.|4
La programación finaliza con una mesa redonda sobre los retos ambientales en las empresas ganaderas.|The program ends with a roundtable discussion on environmental challenges in livestock companies.|12
Este miércoles, los participantes pueden seguir las sesiones online entre las 9:30 y las 11:30 horas.|This Wednesday, participants can follow the online sessions between 9:30 and 11:30.|4
A partir de las 12:30 hay visitas presenciales a Torre Pacheco.|From 12:30 onwards, there are face-to-face visits to Torre Pacheco.|9
Una al Centro Integrado de Formación y Experiencias Agrarias (CIFEA) y otra, a la planta de compostaje Retorna del Sur.|One to the Integrated Center for Agricultural Training and Experiences (CIFEA) and the other to the composting plant "Returns del Sur."|9
La UPCT ofrece transporte gratuito, únicamente es necesario marcar 'SI' en el registro de la jornada en el apartado sobre disponibilidad para visitas.|The UPCT offers free transportation, you just need to check 'YES' in the conference registration under the availability for visits section.|9
El punto de recogida es frente de la ETSIA-UPCT a las 12:00 horas.|The pick-up point is in front of the ETSIA-UPCT at 12:00.|9
Las jornadas son gratuitas.|The conferences are free of charge.|4
Los interesados pueden inscribirse en el a través de este formulario.|Those interested can register through this form.|4
