sentence | translation | sdg  
El alumnado de la Politécnica de Cartagena ya puede inscribirse en los cursos de idioma inglés y alemán de este cuatrimestre, que tienen un coste de 45 euros y durarán hasta el 22 de diciembre. | Students at the Polytechnic University of Cartagena can now enroll in English and German language courses for this semester, which cost 45 euros and will last until December 22. | 4  
Las clases de inglés ya han comenzado a impartirse en el aula P1.3 de Antigones, en horario de 13:45 a 15 horas. | English classes have already started to be taught in room P1.3 of Antigones, from 13:45 to 15:00. | 4  
Los lunes y miércoles para quienes se preparen para acreditar un nivel B1 y los martes y jueves para quienes opten al B2. | Mondays and Wednesdays for those preparing to certify a B1 level, and Tuesdays and Thursdays for those aiming for B2. | 4  
También hay cursos online, a través de Teams, en horario de 9:30 a 10:45, para los niveles B2, C1 y C2. | There are also online courses, through Teams, from 9:30 to 10:45, for levels B2, C1, and C2. | 4  
El plazo de inscripción está abierto hasta el 20 de octubre. | The registration deadline is open until October 20. | 4  
Las clases de alemán comenzarán la semana próxima. | German classes will begin next week. | 4  
Se ofertan modalidades presenciales y telemáticas en niveles A1, A2, B1 y B2. | Face-to-face and online modalities are offered for levels A1, A2, B1, and B2. | 4  
El plazo de inscripción se cierra el 27 de octubre. | The registration period closes on October 27. | 4  
El Servicio de Idiomas de la UPCT también ofrece cursos para estudiantes de francés, italiano y japonés, así como de español para alumnos internacionales. | The Language Service of the UPCT also offers courses for students in French, Italian, and Japanese, as well as Spanish courses for international students. | 4  
Los cursos de inglés para docentes e investigadores han comenzado también esta semana y en breve se ofertarán las clases para el personal técnico, de gestión y de administración y servicios. | English courses for teachers and researchers have also started this week, and classes will soon be offered for technical, management, and administrative staff. | 4
