sentence | translation | sdg
El evento 'Startup meeting and demoday' del proyecto Inno-Eut+, una iniciativa dirigida a las universidades del Instituto Europeo de Innovación y Tecnología (EIT HEI initiative), celebrado en febrero de 2022 durante la semana de reuniones en Cartagena de la Universidad Europea de Tecnología, fue el inicio de la trayectoria emprendedora, jalonada por múltiples premios, de Miguel Linares, estudiante del grado en Arquitectura Naval e Ingeniería de Sistemas Marinos en la UPCT. | The 'Startup meeting and demoday' event of the Inno-Eut+ project, an initiative aimed at the universities of the European Institute of Innovation and Technology (EIT HEI initiative), held in February 2022 during the meeting week in Cartagena of the European University of Technology, was the beginning of the entrepreneurial journey, punctuated by multiple awards, of Miguel Linares, a student in Naval Architecture and Marine Systems Engineering at UPCT. | 8
Desde que descubrí mi vocación por el emprendimiento había leído muchos libros pero realmente no sabía por dónde empezar, rememora el alumno almeriense de la Politécnica. | "Since I discovered my vocation for entrepreneurship, I had read many books but I really didn't know where to start," recalls the student from Almería at the Polytechnic. | 4
El curso de Inno-Eut+ fue justo lo que necesitaba para saber cómo desarrollar y exponer una idea empresarial, recuerda. | "The Inno-Eut+ course was just what I needed to know how to develop and present a business idea," he recalls. | 4
Me encantó, fue espectacular, destaca de aquella experiencia en la que ya fue distinguido, lo que le permitió exponer su proyecto ante otros emprendedores de la Universidad Europea de Tecnología. | "I loved it, it was spectacular," he highlights of that experience in which he was already distinguished, which allowed him to present his project to other entrepreneurs at the European University of Technology. | 4
Tanto le gustó que convenció a otro compañero de la Escuela de Navales, Roberto Carlos García, para que se apuntara con él al programa de emprendimiento de la Community of Resolvers (CORE) de la UPCT. | He liked it so much that he convinced another colleague from the School of Naval Engineering, Roberto Carlos García, to join him in the entrepreneurship program of the Community of Resolvers (CORE) of the UPCT. | 4
Ambos obtuvieron el primer y segundo premio de la convocatoria de 2022. | Both obtained the first and second prizes of the 2022 call. | 4
Su proyecto empresarial ya estaba perfilado para entonces: utilizar Inteligencia Artificial para optimizar el rendimiento eléctrico de las instalaciones energéticas renovables. | His business project was already outlined by then: to use Artificial Intelligence to optimize the electrical performance of renewable energy facilities. | 7
Se me ocurrió mientras monitorizaba motores durante unas prácticas en la Armada, comenta. | "It occurred to me while monitoring engines during a training session in the Navy," he comments. | 9
Tras quedar segundo en el CORE contactaron conmigo del Centro Europeo de Empresas e Innovación (CEEIC) de Cartagena porque les interesó mi proyecto Global Electric y me ofrecieron participar en el programa Smart Industry 5.0, relata de su penúltima formación en emprendimiento, en la que me tomé la revancha con Roberto Carlos y esta vez gané yo, señala jocoso respecto del premio obtenido en la categoría de mejor modelo de negocio, financiado por Repsol y que le entregaron en febrero. | "After finishing second in the CORE, they contacted me from the European Center for Business and Innovation (CEEIC) in Cartagena because they were interested in my Global Electric project and offered me to participate in the Smart Industry 5.0 program," he relates about his penultimate training in entrepreneurship, in which "I took revenge with Roberto Carlos and this time I won," he jokes about the prize obtained in the best business model category, funded by Repsol and presented to him in February. | 9
Linares no desaprovecha las múltiples oportunidades para emprendedores de la UPCT y ha participado también en el reto CORE de este año, un hackaton de impacto social para plantear propuestas de emprendimiento que ayuden a extender los servicios para personas con discapacidad. | Linares does not miss out on the many opportunities for entrepreneurs at UPCT and has also participated in this year's CORE challenge, a social impact hackathon to propose entrepreneurship ideas that help extend services for people with disabilities. | 1
Aprendí mucho sobre el tema y me sirvió como práctica de trabajo en equipo para desarrollar una solución a contrarreloj, cuenta. | "I learned a lot about the topic and it served as a teamwork practice to develop a solution against the clock," he says. | 4
Es muy útil como entrenamiento profesional, añade, remarcando cómo las sucesivas formaciones le han ayudado a progresar en diversas competencias transversales. | "It is very useful as professional training," he adds, highlighting how successive trainings have helped him progress in various cross-cutting competencies. | 4
Hablar en público no se me daba nada bien, asegura. | "Speaking in public was not my strong suit," he claims. | 4
El estudiante está centrado estos meses en concluir su carrera académica antes de volcar todos sus esfuerzos en Global Electric. | The student is focused these months on finishing his academic career before pouring all his efforts into Global Electric. | 4
Ya hay clientes interesados en las oportunidades de maximizar la eficiencia de las instalaciones fotovoltaicas adaptando el consumo a la situación meteorológica y en las ventajas para alargar la vida útil de las baterías de usarlas solamente cuando sea necesario, detalla. | "There are already interested clients in the opportunities to maximize the efficiency of photovoltaic installations by adapting consumption to weather conditions and in the advantages of extending the life of batteries by using them only when necessary," he details. | 7
