sentence | translation | sdg  
Dos banderas azules ondearán en el Puerto de Cartagena este verano. | Two blue flags will wave in the Port of Cartagena this summer. | 15  
Y es que el Real Club de Regatas de Cartagena ha conseguido la Bandera Azul para puertos deportivos que otorga la Fundación para la Educación Ambiental cada año. | The Real Club de Regatas de Cartagena has obtained the Blue Flag for sports ports awarded by the Foundation for Environmental Education every year. | 15  
Esta bandera se une a la que ya ondea en Cala Cortina ininterrumpidamente desde 2.007, una de las pocas playas con Bandera Azul en el litoral cartagenero. | This flag joins the one that has already been waving at Cala Cortina continuously since 2007, one of the few beaches with a Blue Flag on the Cartagena coast. | 14  
De esta manera, y hasta el mes de septiembre, estos dos reconocimientos mostrarán la buena calidad y el buen trabajo realizado por las instituciones del Puerto de Cartagena. | In this way, and until September, these two recognitions will show the good quality and the good work done by the institutions of the Port of Cartagena. | 14  
La Autoridad Portuaria de Cartagena siempre ha querido contribuir a que Cala Cortina, una de las playas más concurridas del municipio, cuente con el estado medioambiental necesario para obtener este reconocimiento. | The Port Authority of Cartagena has always wanted to contribute to ensure that Cala Cortina, one of the most popular beaches in the municipality, has the necessary environmental conditions to obtain this recognition. | 14  
Para realizarlo, destaca Joaquín Segado, se llevan a cabo distintas actuaciones para asegurar la buena calidad de sus aguas. | To achieve this, Joaquín Segado highlights, "different actions are carried out to ensure the good quality of its waters." | 6  
Una de estas actuaciones es, por ejemplo, la labor del Pelican, una embarcación especial que retira de la superficie del agua residuos, la mayoría de ellos plásticos. | One of these actions is, for example, the work of the "Pelican," a special boat that removes waste from the water's surface, most of them plastics. | 14  
También se realizan campañas periódicas de caracterización de calidad de aguas y sedimentos, en el marco del Plan de Control y Vigilancia de la Calidad de las aguas en el ámbito del Puerto; y, en la época estival, se instala una barrera flotante para evitar que posibles contaminaciones marinas afecten a la playa, circunstancia que hasta la fecha no se ha producido. | Periodic campaigns are also carried out to characterize the quality of waters and sediments, within the framework of the Plan for Control and Monitoring of Water Quality in the Port area; and, during the summer season, a floating barrier is installed to prevent possible marine contaminations from affecting the beach, a circumstance that has not occurred to date. | 6  
Por otro lado, la atribución al Club de regatas de una bandera azul lo convierte en el primer puerto deportivo del municipio en conseguir este galardón medioambiental. | On the other hand, the attribution of a blue flag to the Regatta Club makes it the first sports port in the municipality to achieve this environmental award. | 14  
Algo que, para el Puerto de Cartagena, supone todo un honor ya que, como declara su presidente José García-Bravo, la Autoridad Portuaria de Cartagena ha sido una colaboradora clave durante todo el proceso. | Something that, for the Port of Cartagena, is quite an honor since, as stated by its president José García-Bravo, the Port Authority of Cartagena has been a key collaborator throughout the process. | 17  
Estos galardones, y el trabajo que trae consigo conseguirlos, también permiten a los cartageneros disfrutar de unas playas e instalaciones de recreo con las mayores garantías tanto de ocio como medioambientales. | These awards, and the work that comes with obtaining them, "also allow the people of Cartagena to enjoy beaches and recreational facilities with the greatest guarantees in terms of leisure and environmental aspects." | 14
