sentence | translation | sdg  
"Un salto cuántico en medidas de precisión para descubrir los secretos de las moléculas" | A quantum leap in precision measurements to discover the secrets of molecules | 9  
"así define el investigador de la UPCT Santiago Oviedo Casado el avance que supone la aplicación de tecnologías de física cuántica en el estudio de muestras a nivel molecular" | Thus defines the researcher from UPCT Santiago Oviedo Casado the advance that represents the application of quantum physics technologies in the study of molecular samples | 9  
"Un protocolo de detección cuántica cuya validez y conveniencia han comprobado teórica y empíricamente un grupo de investigadores liderado por el investigador de la Politécnica de Cartagena y que acaba de publicar la prestigiosa Physical Review Letters, revista del primer decil de relevancia de entre las dedicadas a la Física" | A quantum detection protocol whose validity and convenience have been theoretically and empirically confirmed by a group of researchers led by the researcher from the Polytechnic University of Cartagena and who has just published the prestigious Physical Review Letters, a journal in the top decile of relevance among those dedicated to Physics | 9  
"Las propiedades cuánticas de la materia se pueden utilizar de forma general para aumentar la precisión y superar la opacidad inducida por el ruido en una amplia gama de mediciones, incluidas las oscilaciónes de los núcleos de las moléculas, detectadas tradicionalmente mediante resonancia magnética nuclear" | "Quantum properties of matter can be used in general to increase precision and overcome noise-induced opacity in a wide range of measurements, including the oscillations of the molecules' nuclei, traditionally detected by nuclear magnetic resonance" | 9  
"explica el investigador del grupo Quantum Technologies de la UPCT" | explains the researcher from the Quantum Technologies group at UPCT | 9  
"En el artículo demostramos la capacidad del protocolo Qdyne para acceder a la información oculta en minúsculas muestras de moléculas" | "In the article, we demonstrate the ability of the Qdyne protocol to access hidden information in tiny samples of molecules" | 9  
"añade, recordando que estas mediciones ofrecen conocimientos esenciales sobre física, medicina y biología" | adds, remembering that these measurements offer essential knowledge about physics, medicine, and biology | 3  
"Por su sensibilidad multiparamétrica sin limitaciones de ruido a las propiedades cuánticas de la sonda, este protocolo y el uso del análisis bayesiano es la vía más efectiva para obtener datos experimentales en un entorno altamente ruidoso" | "Due to its multiparametric sensitivity without noise limitations to the quantum properties of the probe, this protocol and the use of Bayesian analysis are the most effective way to obtain experimental data in a highly noisy environment" | 9  
"Demostramos nuestra teoría realizando experimentos en los que detectamos las oscilaciones de núcleos en moléculas con una precisión sin precedentes, y en condiciones ambientales" | "We demonstrate our theory by conducting experiments in which we detect nucleus oscillations in molecules with unprecedented precision, and in environmental conditions" | 9  
"remarca el investigador de la UPCT, destacando este hito como un paso crucial hacia la resolución de problemas críticos como la detección de diferentes especies químicas o acoplamientos moleculares en muestras de relevancia bioquímica" | highlights the researcher from UPCT, emphasizing this milestone as a "crucial step towards solving critical issues such as the detection of different chemical species or molecular couplings in biochemically relevant samples" | 9  
"Fuentes de financiación de la investigación: Beca de estudios postdoctorales de la Fundación Ramón Areces y beca María Zambrano. Beca Marie Curie. Beca de la fundación para la investigación de Bosch. Beca de la Clore Israel Foundation. Proyectos: de la Unión Europea Horizonte 2020 - Asteriqs y Hyperdiamond. ERC Synergy Grant HyperQ. DFG (CRC 1279 and Excellence cluster POLiS). BMBF and VW Stiftung. ERC Consolidator Grant - QRES. Israeli Science Foundation y la Schwartzmann University. Proyectos de la Unión Europea QuMicro, QCIRCLE, C-QuENS y la Carl Zeiss Foundations. Autores de la investigación: Nicolas Staudenmaier (Ulm University), Anjusha Vijayakumar-Sreeja (Ulm University), Genko Genov (Ulm University), Daniel Cohen (Hebrew University of Jerusalem), Christoph Findler (Ulm University), Johannes Lang (Ulm University), Alex Retzker (Hebrew University of Jerusalem, Amazon Web Services), Fedor Jelezko (Ulm University), Santiago Oviedo Casado (Hebrew University of Jerusalem, Universidad Politécnica de Cartagena)" | Sources of research funding: Postdoctoral study grant from Fundación Ramón Areces and María Zambrano grant. Marie Curie Fellowship. Bosch Research Foundation grant. Clore Israel Foundation grant. Projects: European Union Horizon 2020 - Asteriqs and Hyperdiamond. ERC Synergy Grant HyperQ. DFG (CRC 1279 and POLiS Excellence cluster). BMBF and VW Foundation. ERC Consolidator Grant - QRES. Israeli Science Foundation and Schwartzmann University. European Union projects QuMicro, QCIRCLE, C-QuENS, and Carl Zeiss Foundations. Authors of the research: Nicolas Staudenmaier (Ulm University), Anjusha Vijayakumar-Sreeja (Ulm University), Genko Genov (Ulm University), Daniel Cohen (Hebrew University of Jerusalem), Christoph Findler (Ulm University), Johannes Lang (Ulm University), Alex Retzker (Hebrew University of Jerusalem, Amazon Web Services), Fedor Jelezko (Ulm University), Santiago Oviedo Casado (Hebrew University of Jerusalem, Polytechnic University of Cartagena) | 4, 9
