sentence | translation | sdg
La Autoridad Portuaria de Cartagena ha iniciado los trabajos de señalización del sendero de "Punta Aguilones" | The Port Authority of Cartagena has started the signaling works of the "Punta Aguilones" trail | 9
que contempla la colocación de 23 señales entre paneles informativos, señales direcciones y señales de seguridad | which includes the placement of 23 signs between informational panels, directional signs, and safety signs | 9
con el objetivo de facilitar el acceso a esta senda mejorando a la vez la seguridad | with the aim of facilitating access to this path while enhancing safety | 9
El presupuesto supera los 20.000 euros | The budget exceeds 20,000 euros | 9
Con este proyecto se pretende ordenar y dotar de equipamiento de uso para los ciudadanos de una ruta con gran tradición por parte de los aficionados al senderismo y montañismo | This project aims to organize and provide equipment for the citizens of a route with a long tradition for hiking and mountaineering enthusiasts | 9
pero que también permitirá mejorar la red regional de senderos y, por ende, fomentar la concienciación ciudadana de conservación de los hábitats específicos de la zona mediante su puesta en conocimiento y valor | but it will also improve the regional trail network and, consequently, promote citizen awareness of the conservation of specific habitats in the area through education and value | 15
Además de permitir una mejora para la realización de trabajos de defensa de este espacio, vigilancia, gestión, etc | In addition to allowing for improvements in the performance of defense, surveillance, management, etc., for this space | 9
Este sendero es una derivación homologada del sendero de gran recorrido GR 92 El camino del Mar Mediterráneo | This trail is an approved derivation of the long-distance trail GR 92 "The Mediterranean Sea Path" | 15
que transita parcialmente por el espacio protegido Red Natura 2000 Sierra de la Fausilla, y que cuenta con las figuras de protección de LIC y ZEPA | which partially passes through the protected area of Natura 2000 "Sierra de la Fausilla", and has the protection figures of SCI and SPA | 15
La adecuación llevada a cabo por la Autoridad Portuaria de Cartagena en esta senda permite transcurrir a través de espacios naturales y acceder a elementos culturales y etnográficos de gran importancia como son las baterías de costa | The adaptation carried out by the Port Authority of Cartagena on this trail allows for passage through natural spaces and access to culturally and ethnographically important elements such as coastal batteries | 9
que servían como elementos clave de la defensa del Puerto de Cartagena y su base naval | which served as key elements in the defense of the Port of Cartagena and its naval base | 9
El sendero discurre por la zona reforestada tras la ampliación de la dársena de Escombreras, permitiendo conocer especies autóctonas de las Sierra de la Fausilla como el ciprés de Cartagena (endemismo botánico), pino carrasco, palmito, espliego, tomillos, romeros, asteriscus marítimos, etc | The trail runs through the reforested area after the expansion of the Escombreras dock, allowing visitors to learn about native species of the Sierra de la Fausilla such as the Cartagena cypress (botanical endemism), Aleppo pine, dwarf fan palm, lavender, thyme, rosemary, sea daisies, etc. | 15
El sendero es de tipo lineal, con una longitud total de 6,8 km | The trail is linear, with a total length of 6.8 km | 15
entre ida y vuelta, con un desnivel de 180m | one way, with a gradient of 180m | 15
Presenta una dificultad leve y discurre en su totalidad por pista, ideal para su recorrido a pie o en bicicleta | It has a mild difficulty and runs entirely on a track, ideal for walking or cycling | 11
Además disfrutar de unas impresionantes vistas de la Bahía de Cartagena, al Parque Regional de Cabo Tiñoso-La Muela, a la Isla de Escombreras e Isla de Las Palomas | Also enjoy impressive views of the Bay of Cartagena, the Regional Park of Cabo Tiñoso-La Muela, the Isla de Escombreras, and Isla de Las Palomas | 15
así como conocer las dos baterías de costa de "Aguilones" y de "Conejos", que conservan la mayoría de sus construcciones | as well as learn about the two coastal batteries of "Aguilones" and "Conejos", which preserve most of their structures | 9
Una de ellas, la Batería de Aguilones está catalogada como Bien de Interés Cultural (BIC) | One of them, the Battery of Aguilones, is classified as a Cultural Heritage Site (BIC) | 9
