sentence | translation | sdg
El Congreso de Ingeniería Biomédica que se está celebrando estos días en la UPCT ha acogido esta mañana una mesa redonda sobre aceleración de empresas de Ingeniería Biomédica en la que han participado cuatro empresas emergentes en este sector | The Biomedical Engineering Congress being held these days at the UPCT has hosted a round table this morning on accelerating Biomedical Engineering companies in which four emerging companies in this sector have participated | 9
una fundada a partir de las investigaciones de un profesor de la Politécnica de Cartagena | one founded based on the research of a professor from the Polytechnic University of Cartagena | 4
y otras dos con egresados de la UPCT en puestos de responsabilidad | and two with graduates of the UPCT in positions of responsibility | 4
"Es una industria basada en el conocimiento, con gran retorno económico y una gran aceptación social", ha remarcado el organizador del Congreso y coordinador del grado de Ingeniería Biomédica en la UPCT, Joaquín Roca | "It is a knowledge-based industry, with great economic return and great social acceptance," remarked the organizer of the Congress and coordinator of the Biomedical Engineering degree at the UPCT, Joaquín Roca | 9
destacando que "en la Región de Murcia tenemos un tejido empresarial en este campo creciente y puntero" | emphasizing that "in the Region of Murcia, we have a business fabric in this growing and cutting-edge field" | 9
Entre las empresas invitadas a la charla ha estado Flowgy, una spin-off de la UPCT para el modelado y simulación digital para diagnóstico y planificación quirúrgica de la vía aérea | Among the companies invited to the talk was Flowgy, a spin-off from the UPCT for digital modeling and simulation for diagnosis and surgical planning of the airway | 9
Su fundador es el profesor Manuel Burgos | Its founder is Professor Manuel Burgos | 4
También han intervenido los CEO de la empresa de asesoría circadiana Kronohealth, María José Martínez, y de la compañía de ventiladores mecánicos de altas prestaciones Inbentus, Rafael Valverde, ingeniero mecánico por la UPCT | The CEOs of the circadian consultancy company Kronohealth, María José Martínez, and the high-performance mechanical ventilator company Inbentus, Rafael Valverde, mechanical engineer from the UPCT, also participated | 9
Y Miguel Rodríguez, responsable de Tecnología de Cella Medical Solutions, una firma que realiza recreaciones tridimensionales para ayudar a los cirujanos y que tiene a un egresado de la Politécnica de Cartagena, Miguel Ángel Navarro, como director de Ingeniería | And Miguel Rodríguez, Technology Manager of Cella Medical Solutions, a company that creates three-dimensional recreations to help surgeons and which has a graduate from the Polytechnic University of Cartagena, Miguel Ángel Navarro, as Engineering Director | 4
Entre los ponentes también estaban el director de Innovación de la Federación Española de Empresas de Tecnología Sanitaria, Sergio Muñoz; la directora general de EIT Health Spain, Izabel Alfany; el director del CEEIC de Cartagena y responsable del programa CreceStartUp Health, Carlos Hurtado, y el responsable de Innovación del SMS, Gorka Sánchez | Among the speakers were also the Director of Innovation of the Spanish Federation of Health Technology Companies, Sergio Muñoz; the General Director of EIT Health Spain, Izabel Alfany; the Director of the CEEIC of Cartagena and responsible for the CreceStartUp Health program, Carlos Hurtado, and the Innovation Manager of the SMS, Gorka Sánchez | 3
