sentence|translation|sdg
Las ocho startups que han llegado al final del programa Murcia Open Future 2023 tras ocho meses de aceleración presentarán los proyectos a expertos del mundo de la inversión en una Demoday que tendrá lugar el próximo lunes, 11 de diciembre, en la UPCT.|The eight startups that have reached the end of the 'Murcia Open Future 2023' program after eight months of acceleration will present the projects to experts in the investment world at a Demoday that will take place next Monday, December 11, at the UPCT.|9
El Hub Carthago de Murcia Open Future pone su foco en la innovación y el emprendimiento con especial énfasis en aquellas startups tecnológicas que mejor se adaptan a las necesidades del tejido regional.|The Carthago Hub of Murcia Open Future focuses on innovation and entrepreneurship with a special emphasis on those technological startups that best adapt to the needs of the regional fabric.|9
La edición de este año culmina con la Demoday que comenzará a las 10:30 en el Salón de Actos de Isaac Peral del Edificio CIM.|This year's edition culminates with the Demoday, which will start at 10:30 at the Isaac Peral Auditorium in the CIM Building.|9
La innovación global y abierta, la digitalización y los nuevos proyectos empresariales que apuestan por las tecnologías forman parte del espíritu del programa.|Global and open innovation, digitalization, and new business projects that bet on technologies are part of the program's spirit.|9
El amplio abanico de campos de actuación de las startups participantes es muestra de ello: desde el sector textil y la moda, al desarrollo de software, soluciones Fintech, sector inmobiliario e inversor o economía circular entre otros.|The wide range of fields of action of the participating startups is evidence of this: from the textile and fashion sector to software development, Fintech solutions, real estate and investor sector, or circular economy, among others.|9
En esta edición de Murcia Open Future_ Hub Carthago, a través de la formación recibida las 8 startups del programa: Atakkama, Cómic Vivo, Devontic, Fiscoo, Foraviler, Gastrochat, TherapsyTime y Toksuel, han podido validar las ideas y modelos de negocio.|In this edition of Murcia Open Future_ Hub Carthago, through the training received, the 8 startups of the program: Atakkama, Cómic Vivo, Devontic, Fiscoo, Foraviler, Gastrochat, TherapsyTime, and Toksuel, have been able to validate the ideas and business models.|9
Además, han contado con la ayuda de los servicios de consultoría de los mentores Jose Manuel Antón (COEC), Marian Ferrer (Take Off) y Javier Medina (Social Revolution) que han impulsado su despegue y desarrollo.|In addition, they have had the help of the consulting services of the mentors Jose Manuel Antón (COEC), Marian Ferrer (Take Off), and Javier Medina (Social Revolution) who have boosted their takeoff and development.|9
Durante el DemoDay, las startups recibirán el feedback de agentes destacados del mundo de la innovación y la inversión, como son Miguel Ángel Fernández de Innovación Digital de Telefónica, Javier Sánchez-Guerrero de Andseed, Pedro García Guillamón de MurciaBan y un representante de financiación de startups del Banco Santander.|During the DemoDay, the startups will receive feedback from prominent agents in the world of innovation and investment, such as Miguel Ángel Fernández from Telefónica's Digital Innovation, Javier Sánchez-Guerrero from Andseed, Pedro García Guillamón from MurciaBan, and a representative of startup funding from Banco Santander.|9
El evento culminará con una sesión de networking, donde los asistentes tendrán la ocasión de conectar y crear nuevas relaciones y oportunidades.|The event will culminate with a networking session, where attendees will have the opportunity to connect and create new relationships and opportunities.|9
Las personas que quieran asistir al evento pueden inscribirse a través del siguiente enlace de Santander X: https://bit.ly/mof23demoday|People who want to attend the event can register through the following link from Santander X: https://bit.ly/mof23demoday|9
Esta actividad se enmarca en la Estrategia C(i*EMP) y está cofinanciado por el Fondo Europeo de Desarrollo Regional (FEDER), el Instituto de Fomento de la Región de Murcia (INFO) y la Cátedra de Emprendimiento Santander-UPCT, a través del convenio de colaboración de 2 de junio del 2023 entre la Universidad Politécnica de Cartagena y el Instituto de Fomento de la Región de Murcia para el desarrollo de actividades de emprendimiento.|This activity is part of the C(i*EMP) Strategy and is co-financed by the European Regional Development Fund (ERDF), the Institute of Development of the Region of Murcia (INFO), and the Santander-UPCT Entrepreneurship Chair, through the collaboration agreement of June 2, 2023, between the Polytechnic University of Cartagena and the Institute of Development of the Region of Murcia for the development of entrepreneurial activities.|9
