sentence | translation | sdg  
Los equipos del IES Mediterráneo, de Cartagena, y del IES Montesclaros, de Reinosa (Cantabria) han conseguido el primer y segundo puesto en carrera en las categorías F24 y F24+ en la competición Greenpower, celebrada en el Circuito de Cartagena este domingo. | The teams from IES Mediterráneo in Cartagena and IES Montesclaros in Reinosa (Cantabria) have achieved the first and second place in the F24 and F24+ categories at the Greenpower competition held at the Cartagena Circuit this Sunday. | 9  
En la categoría F24, el segundo puesto lo ha ganado el equipo del IES Arzobispo Lozano, de Jumilla. | In the F24 category, the second place was won by the team from IES Arzobispo Lozano in Jumilla. | 4  
El tercer puesto, el IES La Marxadella de Torrent (Valencia). | The third place went to IES La Marxadella in Torrent (Valencia). | 4  
En la categoría F24+, el segundo puesto ha correspondido al equipo del IES Fuente Fresnedo, de Laredo (Cantabria), y el tercer puesto ha sido para el equipo F24+ del IES La Marxadella, de Torrent (Valencia). | In the F24+ category, the second place was awarded to the team from IES Fuente Fresnedo in Laredo (Cantabria), and the third place was for the F24+ team from IES La Marxadella in Torrent (Valencia). | 4  
Por otro lado, el premio Best Engineered Car lo ha conseguido el equipo de la categoría F24+ del IES La Marxadella, de Valencia. | On the other hand, the Best Engineered Car award was won by the team from the F24+ category at IES La Marxadella in Valencia. | 9  
El premio Best Engineered KitCar al IES Montesclaros (Cantabria), el premio Best Bodywork al IES Arzobispo Lozano, de Jumilla, y el premio Spirit of Greenpower, al IES Mediterráneo, de Cartagena. | The Best Engineered KitCar award went to IES Montesclaros in Cantabria, the Best Bodywork award to IES Arzobispo Lozano in Jumilla, and the Spirit of Greenpower award to IES Mediterráneo in Cartagena. | 9  
Greenpower es una iniciativa que se desarrolla en diversos países de todo el mundo. | Greenpower is an initiative that takes place in various countries around the world. | 9  
Consiste en el desarrollo de automóviles eléctricos monoplaza de competición que pilotan los propios estudiantes durante una carrera de una hora y media de duración, que se desarrolla en circuitos de velocidad o en circuitos urbanos. | It involves the development of single-seater electric racing cars driven by the students themselves during a one and a half-hour race held on speedways or urban circuits. | 9  
En esta edición han participado ocho equipos: tres de diferentes centros educativos de la Región de Murcia y cinco procedentes de País Vasco, Cantabria y Comunidad Valenciana. | In this edition, eight teams participated: three from different educational centers in the Murcia Region and five from the Basque Country, Cantabria, and Valencia Community. | 4  
En la categoría F24 han participado los equipos IES Mediterráneo de Cartagena, IES Arzobispo Lozano de Jumilla, IES Miguel Cervantes de Murcia e IES La Marxadella de Torrent (Valencia), y en la categoría F24+ los equipos CIFP San Jorge LHII de Santurtzi (País Vasco), IES Fuente Fresnedo de Laredo (Cantabria), IES Montesclaros de Reinosa (Cantabria) y IES Marxadella de Torrent (Valencia). | The F24 category included teams from IES Mediterráneo in Cartagena, IES Arzobispo Lozano in Jumilla, IES Miguel Cervantes in Murcia, and IES La Marxadella in Torrent (Valencia), while the F24+ category comprised teams from CIFP San Jorge LHII in Santurtzi (Basque Country), IES Fuente Fresnedo in Laredo (Cantabria), IES Montesclaros in Reinosa (Cantabria), and IES Marxadella in Torrent (Valencia). | 4  
La Escuela de Ingeniería Industrial de la UPCT puso en marcha la competición Greenpower Región de Murcia en 2018 junto con Greenpower Iberia. | The School of Industrial Engineering at UPCT launched the Greenpower Region of Murcia competition in 2018 in collaboration with Greenpower Iberia. | 9  
Desde entonces, cada año organiza diferentes eventos en los que los equipos participantes demuestran sus habilidades para diseñar y fabricar prototipos de competición, para la optimización de los sistemas a integrar en estos vehículos, para la gestión de la carrera y para pilotar sus propios prototipos en un circuito de velocidad, a través de lo cual se potencia las habilidades de estos alumnos para el estudio de las titulaciones universitarias del ámbito de la ingeniería industrial, explica Patricio Franco, el director del centro. | Since then, every year, they organize different events where the participating teams demonstrate their skills in designing and manufacturing competition prototypes, optimizing the systems to be integrated into these vehicles, managing the race, and piloting their own prototypes on a speedway, thereby enhancing the skills of these students for studying university degrees in the field of industrial engineering, explains Patricio Franco, the center's director. | 9  
Franco ha mostrado su agradecimiento al profesorado de los centros participantes. | Franco expressed his gratitude to the teaching staff of the participating centers. | 4  
La fabricación de un coche de carreras con motorización eléctrica capaz de superar la carrera, permite descubrir a los preuniversitarios su pasión por la Ingeniería Industrial, afirma el director del centro. | The production of an electric motor racing car capable of completing the race allows pre-university students to discover their passion for Industrial Engineering, affirms the center's director. | 9
