sentence|translation|sdg
La Responsabilidad Social Corporativa (RSC) de las compañías extractivas del sector minero de la República Dominicana optimiza su desempeño empresarial|The Corporate Social Responsibility (CSR) of the mining companies in the Dominican Republic enhances their business performance|8
según concluye la tesis con la que se ha doctorado en la Politécnica de Cartagena el decano de Posgrado de la Universidad Tecnológica de Cibao Oriental (UTECO), Dionicio Ripoll|according to the conclusion of the thesis with which Dionicio Ripoll, the dean of Postgraduate Studies at the Technological University of Eastern Cibao (UTECO), has obtained his doctorate at the Polytechnic University of Cartagena|8
La industria minera dominicana está comprometida con su alcance y legitimidad social y medioambiental|The Dominican mining industry is committed to its social and environmental scope and legitimacy|8
afirma en su investigación el nuevo doctor por la UPCT, que impulsó un convenio entre ambas universidades para que profesores de Cartagena impartan docencia online en el Máster en Prevención de Riesgos Laborales de la institución dominicana|the new doctor from the UPCT states in his research, who promoted an agreement between both universities for professors from Cartagena to teach online in the Master's Degree in Occupational Risk Prevention at the Dominican institution|8
La tesis recuerda la alta competitividad de la industria extractiva del país caribeño y su atractivo para la inversión extranjera|The thesis highlights the high competitiveness of the extractive industry in the Caribbean country and its attractiveness for foreign investment|8
señala que aún existen empresas mineras pequeñas que creen que la RSC únicamente compromete a las grandes compañías|it points out that there are still small mining companies that believe that CSR only involves large companies|8
apunta a que la transferencia de conocimiento e innovación hacia las empresas auxiliares está mejorando la cualificación de los trabajadores y reduciendo los niveles de pobreza y exclusión social|it suggests that the transfer of knowledge and innovation to auxiliary companies is improving the qualification of workers and reducing levels of poverty and social exclusion|8
Precisamente, una ingeniera que trabaja en una gran mina de oro de República Dominicana, la cuarta con mayor producción del mundo, está cursando el Máster en Ingeniería de Minas en la Universidad Politécnica de Cartagena (UPCT) con beca del Gobierno de su país para formarse en una especialidad que no ofertan las universidades dominicanas|Precisely, a female engineer working in a large gold mine in the Dominican Republic, the fourth largest producer in the world, is pursuing a Master's Degree in Mining Engineering at the Polytechnic University of Cartagena (UPCT) with a scholarship from her government to specialize in an area that Dominican universities do not offer|4
Esta misma semana también se ha defendido en la UPCT otra tesis de un doctorando dominicano, Hayrold José Ureña Espaillat, quien ha centrado su investigación en las estrategias de crecimiento y sostenibilidad de las organizaciones en su país|This same week, another thesis by a Dominican doctoral student, Hayrold José Ureña Espaillat, has also been defended at the UPCT, who focused his research on growth and sustainability strategies of organizations in his country|4
Esta tesis ha sido la primera con mención de doctorado industrial del programa de Ciencias Económicas, Empresariales y Jurídicas, merced a un convenio con el Ministerio de Industria de República Dominicana, donde el nuevo doctor trabaja como director de Inspección de Combustibles|This thesis has been the first one with an industrial doctorate mention in the program of Economic, Business, and Legal Sciences, thanks to an agreement with the Ministry of Industry of the Dominican Republic, where the new doctor works as the Director of Fuel Inspection|9
También ha conseguido la mención internacional por su participación en un proyecto de investigación junto con la Universidad de Londres, con lo que se ha convertido en el primer doctorando de la UPCT que logra ambas menciones|He has also achieved international mention for his participation in a research project with the University of London, making him the first doctoral student from the UPCT to achieve both mentions|9
Ambas tesis están dirigidas por Antonio Juan Briones Peñalver y Juan Andrés Bernal Conesa, así como, en el caso de Dionicio Ripoll, por María del Carmen de Nieves Nieto|Both theses are supervised by Antonio Juan Briones Peñalver and Juan Andrés Bernal Conesa, as well as, in the case of Dionicio Ripoll, by María del Carmen de Nieves Nieto|4
