sentence | translation | sdg  
La Región de Murcia consolida su liderazgo a nivel nacional con el puerto más rentable de España por sexto año consecutivo. | The Region of Murcia consolidates its national leadership with the most profitable port in Spain for the sixth consecutive year. | 9  
El Puerto de Cartagena registra el mayor índice de rentabilidad de todos los puertos españoles en 2016, con un 7,13 por ciento, y que supone más del triple que la media del país (2,05 por ciento, según datos provisionales). | The Port of Cartagena records the highest profitability index of all Spanish ports in 2016, with 7.13 percent, which is more than triple the country's average (2.05 percent, according to provisional data). | 9   
El consejero de Fomento e Infraestructuras, Pedro Rivera, subrayó la buena evolución de la industria portuaria regional, tras el Consejo de Administración del Puerto de Cartagena, en el que se aprobaron las cuentas del ejercicio 2016, y señaló que estos magníficos datos atraerán nuevas inversiones y la aplicación de tarifas más competitivas para el sector. | The Minister of Development and Infrastructure, Pedro Rivera, emphasized the good evolution of the regional port industry, after the Board of Directors of the Port of Cartagena approved the accounts for the 2016 fiscal year, and noted that these magnificent data will attract new investments and the implementation of more competitive rates for the sector. | 9, 10  
El Gobierno regional ha hecho en los dos últimos años una apuesta firme por el Puerto de Cartagena como referente en cruceros y en el tráfico de mercancías, que se refleja en un crecimiento continuado de esta infraestructura, que nos sitúa como una de las comunidades más activas de toda España, resaltó Rivera. | The regional government has made a strong commitment to the Port of Cartagena over the past two years as a benchmark for cruises and freight traffic, which is reflected in the continued growth of this infrastructure, positioning us as one of the most active communities in all of Spain, Rivera emphasized. | 9  
El consejero afirmó que el Gobierno regional va a seguir poniendo en valor la ubicación periférica de la Región para ser puerta de entrada y salida de mercancías de Europa, a través del Puerto de Cartagena, para fortalecer un modelo sólido, sostenible, eficiente y rentable que será fundamental en el crecimiento de la Región. | The minister stated that the regional government will continue to emphasize the peripheral location of the Region to be a gateway for goods entering and exiting Europe, through the Port of Cartagena, to strengthen a solid, sustainable, efficient, and profitable model that will be essential for the region's growth. | 9  
Evolución positiva | Positive evolution | 8  
La evolución positiva de los últimos años del Puerto de Cartagena ha permitido alcanzar una cifra de negocio neto de 41,99 millones de euros, lo que representa un beneficio de 18,27 millones de euros, gracias en gran medida al tráfico de mercancías. | The positive evolution in recent years of the Port of Cartagena has allowed it to achieve a net turnover of 41.99 million euros, representing a profit of 18.27 million euros, largely due to freight traffic. | 8, 9  
Según indicó Antonio Sevilla el Puerto ha consolidado su línea de explotación, y a pesar del ligero descenso en el tráfico de mercancías durante 2016, debido a la parada técnica de la refinería de Repsol y al menor consumo de GNL, el resultado económico apenas ha variado. | According to Antonio Sevilla, "the Port has consolidated its operating line, and despite the slight decrease in freight traffic during 2016, due to the technical stoppage of the Repsol refinery and lower LNG consumption, the economic outcome has hardly changed". | 8, 9  
La Región mantiene su posición dentro del grupo de los cinco primeros puertos de España con mayor tráfico de mercancías y que en 2016 movilizó un total de 31,88 millones de toneladas. | The Region maintains its position within the group of the top five ports in Spain with the highest freight traffic, which mobilized a total of 31.88 million tons in 2016. | 8, 9  
Esta cifra es el tercer mejor dato en cuanto a volumen de tráfico en la historia de la Región. | This figure is the third best data in terms of traffic volume in the history of the Region. | 8  
El resultado de explotación ha sido de 18,01 millones de euros, con unos ingresos de explotación de 45,61 millones frente a unos gastos de 27,60 millones. | The operating result was 18.01 million euros, with operating income of 45.61 million euros compared to expenses of 27.60 million euros. | 8, 9  
Además, el Puerto de Cartagena se sitúa como uno de los cinco puertos que más aporta al Fondo de Compensación Interportuario, con 1,44 millones de euros anuales, un instrumento de cohesión territorial y que contribuye a equilibrar la balanza económica de los puertos. | In addition, the Port of Cartagena is one of the five ports that contribute most to the Interport Compensation Fund, with 1.44 million euros annually, a tool for territorial cohesion that helps balance the economic scales of the ports. | 8, 9  
En la sesión celebrada hoy se ha incorporado como vocal el almirante Aniceto Rosique Nieto, en representación de la Administración General del Estado y en sustitución de Marcial Gamboa Pérez-Pardo. | In today's session, Admiral Aniceto Rosique Nieto was introduced as a board member, representing the General State Administration and replacing Marcial Gamboa Pérez-Pardo. | 16  
También se ha aprobado  una prórroga de 4 meses para terminar las obras de la toma de agua de la desaladora y la licitación del proyecto Recrecido espaldón dique Suroeste de Escombreras, por importe de 1.996.389  (IVA incluido). | A 4-month extension has also been approved to complete the desalination plant's water intake works and the tender for the project Raising of the Southwest Escombreras Dock Embankment, with an amount of 1,996,389 euros (including VAT). | 6  
