sentence | translation | sdg  
Representantes del transporte marítimo, ferroviario y por carretera han participado en la jornada organizada por el Puerto de Cartagena, Enagás y GASNAM para la potenciación del uso del gas natural como alternativa a otros tipos de combustibles en el transporte. | Maritime, rail, and road transport representatives have participated in the event organized by the Port of Cartagena, Enagás, and GASNAM to promote the use of natural gas as an alternative to other types of fuels in transportation. | 9  
Esta Jornada pretende ser un encuentro entre productores y comercializadores de GNL, operadores logísticos y operadores de transporte marino, ferroviario y por carretera donde cada uno de ellos ha expuesto su visión para facilitar la utilización de este combustible en su actividad empresarial. | This event aims to be a meeting between LNG producers, commercializers, logistics operators, and operators of maritime, rail, and road transport where each of them has presented their vision to facilitate the use of this fuel in their business activities. | 9  
La jornada está dividida en cuatro apartados dedicados, el primero, al impacto del gas en la economía y en el medio ambiente, así como su uso como transporte; el segundo como combustible en el transporte marítimo; el tercero en el transporte terrestre (por carretera y ferroviario); y, el cuarto finalizará con laintervención de la directora general de Energía y Actividad Industrial y Minera del Gobierno Regional, que abordará la evolución y el futuro del gas natural en la Región. | The event is divided into four sections: the first one focuses on the impact of gas on the economy and the environment, as well as its use in transportation; the second on its use as fuel in maritime transport; the third in land transport (road and rail); and the fourth will conclude with the intervention of the General Director of Energy and Industrial and Mining Activity of the Regional Government, addressing the evolution and future of natural gas in the region. | 9  
Con ello se quiere contribuir al desarrollo del uso del gas natural en el transporte como una alternativa realista a otros combustibles, con menos impacto ambiental y más económico. | This aims to contribute to the development of natural gas use in transportation as a realistic alternative to other fuels, with less environmental impact and more economically viable. | 7  
Entre las prioridades del Puerto de Cartagena está incrementar los tráficos de mercancías, siendo el GNL uno de los que presenta posibilidades más inmediatas de desarrollo y que, además respeta las prioridades del puerto: calidad, seguridad y cuidado del medio ambiente. | Among the priorities of the Port of Cartagena is to increase goods traffic, with LNG being one of the possibilities for immediate development that also respects the port's priorities: quality, safety, and environmental care. | 9  
Antonio Sevilla ha indicado por ello se han desarrollado, y se siguen mejorando, nuevos servicios logísticos para atender los requerimientos del mercado y posicionar a Cartagena comohub logístico de GNL. | Antonio Sevilla has stated, "Therefore, new logistical services have been developed and continue to be improved to meet market requirements and position Cartagena as a GNL logistical hub." | 9  
Por su parte, el Director General de Infraestructuras de Enagás, Cludio Rodríguez, ha destacado la experiencia de más de 45 años de la compañía en el sector. | On the other hand, Enagás' Director General of Infrastructures, Claudio Rodríguez, highlighted the company's over 45 years of experience in the sector. | 9, 11  
Con ocho plantas de regasificación, como la de Cartagena, la península ibérica cuenta con una posición geoestratégica privilegiada y ha desarrollado un extenso knowhow en el desarrollo de soluciones logísticas, que son claves para el impulso del GNL como combustible alternativo en el transporte, ha señalado. | "With eight regasification plants, such as the one in Cartagena, the Iberian Peninsula has a privileged geostrategic position and has developed extensive know-how in the development of logistical solutions, which are key to boosting LNG as an alternative fuel in transportation," he said. | 9  
La APC ha sido la primera en España en contar con un reglamento aprobado para el suministro de GNL a buques desde camión cisterna. | The Port Authority of Cartagena was the first in Spain to have an approved regulation for the supply of LNG to ships from tanker trucks. | 9, 14  
Además, la Autoridad Portuaria de Cartagena participa en un proyecto de desarrollo de una cadena de aprovisionamiento para repostaje en el mar, de gas natural licuado (GNL), en la cuenca mediterránea española, proyecto que ha obtenido financiación europea a través de los fondos para el desarrollo de la Red Transeuropea de Transporte (Fondos TEN-t). | In addition, the Port Authority of Cartagena is involved in a project for the development of a provisioning chain for refueling at sea with liquefied natural gas (LNG) in the Spanish Mediterranean Basin, a project that has obtained European funding through the funds for the development of the Trans-European Transport Network (TEN-T funds). | 9, 13  
El compromiso de la APC continúa siendo el trabajo conjunto con productores y operadores para la promoción de este tipo de combustible. | The commitment of the Port Authority of Cartagena remains the joint work with producers and operators to promote this type of fuel. | 9  
Es una exigencia por parte de la Organización Marítima Internacional y de la Unión Europea. | It is a requirement by the International Maritime Organization and the European Union. | 9  
Una de las alternativas es el Gas Natural Licuado. | One of the alternatives is Liquefied Natural Gas. | 9  
Por este motivo Cartagena quiere jugar un papel relevante en la expansión global del mercado de GNL como combustible alternativo para buques, pero también para el transporte por carretera y por ferrocarril. | For this reason, Cartagena wants to play a significant role in the global expansion of the LNG market as an alternative fuel for ships, but also for road and rail transport. | 9  
Manuel Lage, Presidente de GASNAM, ha subrayado el importante papel que juega Cartagena para este tipo de combustible, ya que cuenta con una posición privilegiada y las infraestructuras adecuadas para el suministro, descarga y distribución. | Manuel Lage, President of GASNAM, has emphasized the important role that Cartagena plays for this type of fuel, as it has a privileged position and the appropriate infrastructure for supply, loading, unloading, and distribution. | 9  
El compromiso de la APC continúa siendo el trabajo conjunto con productores y operadores para la promoción de este tipo de combustible. | The commitment of the APC remains the joint work with producers and operators to promote this type of fuel. | 9  
